step	nb_steps	episode	duration	episode_steps	sps	episode_reward	reward_mean	reward_min	reward_max	action_mean	action_min	action_max	obs_mean	obs_min	obs_max	loss	mean_absolute_error	mean_q	maxscore	outer_deaths	inner_deaths	shell_deaths	resets	reset_vlners	isi_pre	isi_post	fortress_kills	raw_pnts	total
338099	54550000	93	16.0668175951	3655	227.487489565	494992.0	135.42872777	-1002.0	100000.0	0.933242134063	0	2	70.8991160831	-257.0	554.195381741	1.19188e+06	235.364	14894.3	100	12	3	1	56	3.80327868852	6.40586797066	11.05	5	-1926	0
341735	54550000	94	14.3816804193	3636	252.821637945	396901.0	109.158690869	-1000.0	100000.0	0.886688668867	0	2	69.5159555209	-184.0	520.567145899	1.17895e+06	236.85	15265.9	100	7	2	0	49	4.43396226415	7.84759358289	10.55	4	-1236	0
345362	54550000	95	14.1829617949	3627	255.729378141	87026.0	23.993934381	-1002.0	99998.0	0.900192996967	0	2	68.7074895598	-237.0	536.386985602	1.20671e+06	242.344	15392.6	100	9	6	1	63	3.265625	8.50810810811	7.8	1	-2194	0
349002	54550000	96	14.3843786386	3640	253.052293148	292671.0	80.4041208791	-1002.0	100000.0	0.778846153846	0	2	71.3440344727	-238.0	540.786157289	1.04283e+06	229.596	15375.4	100	12	1	1	63	3.65151515152	8.35789473684	12.5238095238	3	-1820	0
352602	54550000	97	14.0478966298	3600	256.2661226	387743.0	107.706388889	-1002.0	100000.0	0.935555555556	0	2	69.9021108849	-205.0	527.435561523	1.05443e+06	225.123	15608.2	100	11	6	0	53	3.87719298246	8.24929971989	7.28571428571	4	-1970	0
356227	54550000	98	15.6493070886	3625	231.63964893	481629.0	132.863172414	-1000.0	100000.0	0.788413793103	0	2	69.1416178635	-177.0	524.646362593	1.18407e+06	233.82	15358.1	100	6	17	2	46	3.78431372549	11.2793650794	9.15789473684	5	-2590	84
359840	54550000	99	14.5089780016	3613	249.018228547	390246.0	108.011624689	-1003.0	100000.0	0.757542208691	0	2	68.9686168084	-255.0	543.466229419	1.06322e+06	225.43	15355.3	100	9	6	1	45	3.59183673469	10.6151315789	13.347826087	4	-1798	0
363473	54550000	100	14.4911478892	3633	250.704776998	185002.0	50.9226534544	-1000.0	100000.0	0.937241948803	0	2	69.0855006242	-216.0	530.198894362	1.16795e+06	235.746	15748.5	100	7	10	1	67	2.75362318841	8.30107526882	7.0	2	-2290	0
367080	54550000	101	13.9241263992	3607	259.046772242	281378.0	78.0088716385	-1002.0	100000.0	0.798447463266	0	2	68.7354142355	-210.0	521.426203827	1.09727e+06	233.723	16148.3	100	9	14	1	59	3.0	9.65517241379	10.2413793103	3	-2750	0
370687	54550000	102	14.3170626003	3607	251.93715364	493322.0	136.767951206	-1010.0	100000.0	0.731632935958	0	2	68.5029299165	-197.0	548.710282609	1.25616e+06	249.473	16448.1	100	9	4	2	51	4.07142857143	8.6120906801	6.875	5	-1770	94
374294	54550000	103	15.4073624432	3607	234.108856288	185585.0	51.4513446077	-1003.0	100000.0	0.81757693374	0	2	69.9599977038	-228.0	542.076033339	1.19632e+06	251.171	16590.8	100	10	7	1	64	3.0303030303	9.36944444444	5.83333333333	2	-2252	0
377908	54550000	104	14.0259578995	3614	257.665111068	181885.0	50.3278915329	-1002.0	100000.0	0.643331488655	0	2	67.337460728	-244.0	547.006689817	1.2409e+06	259.159	17154.0	100	8	13	0	50	3.75	12.3333333333	10.1111111111	2	-2490	0
381500	54550000	105	14.2351137143	3592	252.333776328	382192.0	106.400890869	-1002.0	100000.0	0.893374164811	0	2	69.4137865059	-234.0	543.257731353	1.19029e+06	258.696	17707.6	100	7	15	0	67	3.33802816901	7.9429280397	7.14285714286	4	-2552	0
385136	54550000	106	14.0466247713	3636	258.852219604	288935.0	79.4650715072	-1000.0	100000.0	0.839108910891	0	2	68.8924694183	-240.0	531.471627209	1.2734e+06	258.161	18100.6	100	6	8	1	66	3.04347826087	9.74571428571	5.5	3	-1868	0
388817	54550000	107	14.1507762162	3681	260.127073156	592321.0	160.913067101	-1003.0	100000.0	0.731866340668	0	2	69.0424986296	-334.0	555.093208898	1.3364e+06	274.273	18236.8	100	8	9	0	35	4.82926829268	11.9557195572	9.04545454545	6	-1654	0
392448	54550000	108	15.3608644662	3631	236.379925621	589966.0	162.480308455	-1002.0	100000.0	0.825943266318	0	2	70.4171208853	-216.0	521.887608745	1.28968e+06	268.966	18678.0	100	8	7	0	53	3.49152542373	10.2898089172	7.0	6	-1530	96
396106	54550000	109	14.5741710633	3658	250.991976429	479084.0	130.968835429	-1001.0	100000.0	0.82859486058	0	2	70.4875457721	-149.0	545.832082456	1.40908e+06	275.505	18961.6	100	8	18	2	46	4.25490196078	10.1086956522	14.48	5	-2888	0
399778	54550000	110	14.1982415646	3672	258.623575554	488006.0	132.899237473	-1004.0	100000.0	0.902233115468	0	2	71.4328120131	-201.0	544.208278008	1.4249e+06	274.591	19197.8	100	8	10	0	46	4.09803921569	9.99346405229	9.21739130435	5	-1892	0
403436	54550000	111	14.1800319726	3658	257.968388721	185925.0	50.82695462	-1000.0	100000.0	0.78239475123	0	2	70.2177453588	-240.0	554.98658887	1.25576e+06	265.448	19076.9	100	11	6	0	70	2.98611111111	9.11497326203	5.72727272727	2	-2170	0
407073	54550000	112	13.9589867056	3637	260.548998055	188347.0	51.7863623866	-1002.0	100000.0	0.664833654111	0	2	70.6208347015	-153.0	555.597641697	1.37424e+06	273.413	19354.6	100	5	10	2	67	3.11594202899	10.8163841808	8.0	2	-2152	0
410724	54550000	113	15.821375113	3651	230.763759403	290956.0	79.69213914	-1000.0	100000.0	0.827718433306	0	2	69.4160159106	-167.0	539.623161	1.15295e+06	261.556	19442.2	100	8	5	0	72	3.25333333333	8.37595907928	7.63636363636	3	-1744	0
414340	54550000	114	14.9351599144	3616	242.113242892	282482.0	78.1200221239	-1002.0	100000.0	0.828539823009	0	2	68.4339494488	-376.0	521.262466648	1.29079e+06	271.47	19374.9	100	10	11	1	57	3.36666666667	10.5807453416	8.85714285714	3	-2498	0
417990	54550000	115	14.2831046116	3650	255.546682549	585532.0	160.419726027	-1000.0	100000.0	0.862465753425	0	2	69.4025098908	-192.0	552.322712707	1.2533e+06	261.804	19179.4	100	6	16	2	31	5.35135135135	10.4184397163	10.7291666667	6	-2354	0
421608	54550000	116	14.0436488695	3618	257.625353185	468685.0	129.542564953	-1010.0	100000.0	0.705914870094	0	2	68.2728588328	-196.0	517.519581832	1.31295e+06	263.551	19195.4	100	5	31	2	38	4.23255813953	14.1211072664	7.30434782609	5	-3824	0
425247	54550000	117	14.1354377175	3639	257.438083824	473492.0	130.115965925	-1000.0	100000.0	0.884308876065	0	2	69.0308106497	-368.0	514.786042559	1.29208e+06	257.418	18727.0	100	11	19	0	62	2.92537313433	9.34550561798	6.84210526316	5	-3152	0
428875	54550000	118	15.7970293988	3628	229.663432814	392197.0	108.102811466	-1002.0	100000.0	0.702315325248	0	2	68.6006833153	-233.0	542.997514082	1.37931e+06	269.0	18713.8	100	10	2	1	56	3.43333333333	10.6557863501	5.05882352941	4	-1552	0
432506	54550000	119	14.5793313813	3631	249.051201666	393514.0	108.376204902	-1000.0	100000.0	0.828972734784	0	2	69.9261904018	-202.0	520.970240658	1.30709e+06	257.458	18205.0	100	6	6	2	45	4.42857142857	9.72058823529	7.06666666667	4	-1650	0
436127	54550000	120	13.9828171108	3621	258.960692349	277071.0	76.5178127589	-1003.0	100000.0	0.992819663076	0	2	69.1255920694	-158.0	528.159348386	1.25136e+06	250.944	17575.0	100	3	23	0	65	2.92647058824	7.67412935323	8.3	3	-3018	0
439739	54550000	121	13.9724290117	3612	258.509096519	276233.0	76.4764673311	-1004.0	100000.0	0.759413067553	0	2	68.6547066807	-174.0	542.874980438	1.31648e+06	252.857	17236.2	100	5	22	2	49	3.59615384615	12.1608832808	4.83333333333	3	-3172	0
443378	54550000	122	13.8992497149	3639	261.812693104	380727.0	104.624072547	-1002.0	100000.0	0.846935971421	0	2	68.4455706095	-220.0	525.448597344	1.26673e+06	251.893	16913.6	100	5	18	3	53	3.33333333333	10.0088495575	9.20833333333	4	-2824	0
447034	54550000	123	15.5040613335	3656	235.809180663	683347.0	186.911105033	-1002.0	100000.0	0.8897702407	0	2	69.3756913283	-290.0	533.040130434	1.25764e+06	255.052	16854.5	100	5	19	2	45	4.21153846154	10.0436137072	6.08695652174	7	-2520	88
450673	54550000	124	14.3850306806	3639	252.97130613	289586.0	79.5784556197	-1005.0	100000.0	0.831272327563	0	2	70.9424302572	-157.0	533.840652154	1.31032e+06	258.151	17347.3	100	7	8	1	56	3.72881355932	9.6098265896	6.27777777778	3	-1976	34
454316	54550000	125	14.0671389479	3643	258.972347788	484861.0	133.093878671	-1002.0	100000.0	0.976393082624	0	2	69.8534247501	-216.0	528.617974807	1.43137e+06	274.548	17564.9	100	3	16	5	51	3.58928571429	8.94705882353	12.5	5	-2538	0
457988	54550000	126	14.1137959449	3672	260.170971321	377632.0	102.840958606	-1002.0	100000.0	1.06563180828	0	2	70.4043920544	-168.0	523.190101015	1.33901e+06	265.611	17691.5	116	4	22	1	66	2.95714285714	8.16216216216	9.53846153846	4	-2964	0
461638	54550000	127	14.1425903026	3650	258.085677511	293118.0	80.3063013699	-1002.0	100000.0	0.861643835616	0	2	68.9634142017	-255.0	520.89279268	1.25254e+06	259.099	18102.7	100	4	7	1	70	3.12328767123	8.6510989011	10.1333333333	3	-1610	0
465273	54550000	128	15.4959052362	3635	234.578099479	389538.0	107.163136176	-1002.0	100000.0	0.92764786795	0	2	68.9642848649	-169.0	488.040678166	1.44007e+06	269.435	18345.1	150	4	12	0	68	3.29166666667	7.94324324324	10.4285714286	4	-1926	0
468945	54550000	129	14.4125923325	3672	254.777205606	884659.0	240.920206972	-1002.0	100000.0	0.950435729847	0	2	70.0758952236	-166.0	536.746296163	1.33799e+06	264.472	18354.1	100	6	15	0	44	4.52830188679	8.52762430939	6.14285714286	9	-1880	0
472565	54550000	130	14.0578242336	3620	257.507843309	275998.0	76.2425414365	-1000.0	100000.0	0.958563535912	0	2	69.0799848441	-237.0	552.803716041	1.4271e+06	268.24	18408.3	100	5	23	0	47	3.88	9.04885057471	7.0	3	-3102	0
476183	54550000	131	14.2649932025	3618	253.62788111	381730.0	105.50856827	-1004.0	100000.0	0.946102819237	0	2	68.9300134133	-215.0	539.753247424	1.41124e+06	264.317	18160.3	100	6	15	2	58	3.38709677419	8.03544303797	6.66666666667	4	-2618	100
479821	54550000	132	14.4910969907	3638	251.050697013	179832.0	49.4315557999	-1010.0	100000.0	1.03628367235	0	2	68.874434722	-196.0	548.731965803	1.26775e+06	251.338	17748.6	100	8	15	2	72	3.08108108108	7.61558441558	10.25	2	-3014	0
483450	54550000	133	15.7739453032	3629	230.062925302	273113.0	75.2584734087	-1002.0	100000.0	0.919812620557	0	2	68.6992995791	-259.0	543.908190705	1.31349e+06	250.903	17288.0	100	5	26	1	61	3.046875	9.38718662953	7.55172413793	3	-3576	0
487111	54550000	134	14.889906389	3661	245.871256967	180106.0	49.1958481289	-1002.0	100000.0	1.03305107894	0	2	68.9326400327	-182.0	545.978799587	1.24699e+06	250.886	17339.7	100	7	16	1	58	3.41666666667	8.61253561254	6.0	2	-2840	0
490750	54550000	135	14.313318102	3639	254.238742832	584261.0	160.555372355	-1000.0	100000.0	0.830997526793	0	2	68.3344721595	-176.0	533.706206675	1.32374e+06	258.916	17567.8	100	2	19	2	59	3.23076923077	10.7469512195	5.53571428571	6	-2344	0
494380	54550000	136	14.3780100098	3630	252.468874171	-15529.0	-4.27796143251	-1003.0	100.0	0.968870523416	0	2	67.8951502946	-278.0	516.977226335	1.51639e+06	273.298	17762.2	0	8	9	1	77	2.7012987013	8.20775623269	4.5	0	-2466	0
498000	54550000	137	14.3548506206	3620	252.179566034	375914.0	103.843646409	-1002.0	100000.0	1.05801104972	0	2	69.453356397	-236.0	541.289293147	1.46299e+06	269.797	17342.5	100	5	22	1	44	3.60416666667	10.1003344482	7.09090909091	4	-2930	0
501614	54550000	138	15.4447950781	3614	233.994687642	274024.0	75.822910902	-1009.0	100000.0	0.840896513558	0	2	69.4318281946	-277.0	555.782070879	1.34816e+06	258.113	16972.4	100	9	21	1	49	3.48076923077	11.1604938272	8.0	3	-3384	0
505238	54550000	139	14.3207224686	3624	253.059858393	280099.0	77.2900110375	-1000.0	100000.0	1.0353200883	0	2	69.5196622635	-177.0	549.832948017	1.43946e+06	270.241	17300.5	100	7	16	0	53	3.625	8.87719298246	7.42857142857	3	-2638	0
508886	54550000	140	14.1767280921	3648	257.323126767	578751.0	158.648848684	-1002.0	100000.0	0.994791666667	0	2	69.9441871673	-129.0	532.303817462	1.42004e+06	275.123	17299.3	100	2	25	2	32	5.07894736842	10.2541254125	6.78571428571	6	-2850	0
512524	54550000	141	14.4426356594	3638	251.893081415	385966.0	106.092908191	-1011.0	100000.0	0.972237493128	0	2	68.6564751418	-246.0	540.119411007	1.52392e+06	279.124	17800.7	100	5	14	3	61	3.58461538462	7.78457446809	9.65384615385	4	-2524	0
516148	54550000	142	14.1626057347	3624	255.885115203	487173.0	134.429635762	-1002.0	100000.0	1.03752759382	0	2	69.155784678	-186.0	494.295482216	1.43732e+06	272.541	18076.0	100	6	14	0	66	3.47887323944	7.34501347709	7.15789473684	5	-2246	0
519788	54550000	143	15.6254703587	3640	232.952987426	385455.0	105.894230769	-1000.0	100000.0	1.05906593407	0	2	70.268156269	-169.0	554.647052967	1.48944e+06	284.369	19104.3	158	5	13	1	62	3.36363636364	7.71584699454	7.4	4	-2188	0
523416	54550000	144	14.6841032449	3628	247.069905427	683451.0	188.3823043	-1000.0	100000.0	0.929437706725	0	2	69.9912136966	-207.0	527.304874635	1.51251e+06	282.63	19561.5	100	8	15	2	48	3.96363636364	8.31693989071	10.5333333333	7	-2492	0
527063	54550000	145	14.2841888386	3647	255.317263109	489978.0	134.350973403	-1012.0	100000.0	0.836578009323	0	2	70.1256612929	-216.0	554.808082215	1.65508e+06	292.221	19870.6	100	6	11	1	52	3.77192982456	8.6	8.40476190476	5	-2046	0
530731	54550000	146	14.058537414	3668	260.909075531	155500.0	42.3936750273	-1010.0	100000.0	0.986641221374	0	2	68.2440928099	-171.0	514.943683594	1.63239e+06	286.341	19763.9	100	0	47	2	45	3.34042553191	14.3275261324	6.71428571429	2	-5176	0
534366	54550000	147	14.0176527209	3635	259.315883506	477185.0	131.275103164	-1010.0	100000.0	0.981568088033	0	2	68.8943632148	-205.0	487.758400703	1.40904e+06	283.89	19759.4	100	2	25	3	46	3.98039215686	10.4133738602	4.55	5	-3098	0
538029	54550000	148	15.3555207331	3663	238.546127068	376668.0	102.83046683	-1012.0	100000.0	0.980616980617	0	2	69.9618953303	-170.0	538.656353872	1.72205e+06	300.365	19996.4	100	5	23	0	54	3.70689655172	8.23724489796	6.29411764706	4	-3094	0
541672	54550000	149	14.5675756504	3643	250.075928035	695112.0	190.807576173	-1002.0	100000.0	0.830085094702	0	2	72.8883881263	-197.0	553.299105534	1.48824e+06	291.719	20261.6	174	4	7	0	54	3.80327868852	8.44628099174	8.55555555556	7	-1124	0
545306	54550000	150	14.3679017016	3634	252.924892965	592659.0	163.087231701	-1002.0	100000.0	0.930654925702	0	2	69.993057378	-247.0	537.383839472	1.67262e+06	320.057	21629.5	100	9	3	1	66	3.61111111111	6.85547785548	6.10526315789	6	-1530	32
548954	54550000	151	14.2866412998	3648	255.343430514	582964.0	159.80372807	-1012.0	100000.0	0.981907894737	0	2	70.7817851905	-164.0	548.095161768	1.71582e+06	314.527	22570.0	100	4	18	3	56	3.74193548387	7.50985221675	8.14285714286	6	-2664	0
552629	54550000	152	14.3619029147	3675	255.885311426	1088845.0	296.284353741	-1002.0	100000.0	1.15891156463	0	2	71.7665483135	-180.0	555.786227391	1.65022e+06	319.935	24135.1	100	7	14	1	48	4.42372881356	5.61179361179	6.19642857143	11	-1908	90
556279	54550000	153	15.5399944223	3650	234.877819182	577779.0	158.295616438	-1010.0	100000.0	0.990136986301	0	2	69.4827755991	-178.0	545.416977611	1.6288e+06	302.238	24749.1	100	6	22	1	47	4.39622641509	7.43734643735	7.09090909091	6	-3018	0
559938	54550000	154	15.1374308881	3659	241.718692363	987466.0	269.873189396	-1002.0	100000.0	1.0511068598	0	2	71.6662533557	-144.0	535.05264606	1.64483e+06	305.995	25119.2	100	8	13	1	47	4.52631578947	7.01550387597	5.11764705882	10	-1976	44
563576	54550000	155	14.2389347109	3638	255.496641699	570884.0	156.922484882	-1007.0	100000.0	0.997251236943	0	2	69.3382501761	-192.0	518.779869294	1.71739e+06	311.751	25185.5	100	2	32	3	35	4.63414634146	11.0450160772	7.59090909091	6	-3652	0
567222	54550000	156	14.5697684995	3646	250.244195722	785257.0	215.374931432	-1004.0	100000.0	0.936368623149	0	2	71.2089466913	-188.0	552.260969981	1.93448e+06	327.727	24869.7	100	5	15	2	50	4.27586206897	8.02544529262	6.85	8	-2116	0
570837	54550000	157	14.1849534596	3615	254.847505161	886911.0	245.341908714	-1002.0	100000.0	0.816874135546	0	2	71.438241607	-313.0	545.771427156	1.88437e+06	326.113	25757.7	100	7	14	1	48	4.52631578947	8.2040302267	8.54285714286	9	-2066	0
574474	54550000	158	15.3795703931	3637	236.482548409	888996.0	244.431124553	-1002.0	100000.0	0.900192466318	0	2	68.9568328525	-223.0	537.043446824	1.89689e+06	328.754	26567.1	100	3	19	4	45	4.62962962963	8.26074498567	10.75	9	-2386	0
578132	54550000	159	14.9247989211	3658	245.095429382	687252.0	187.87643521	-1002.0	100000.0	1.17031164571	0	2	71.2325514911	-184.0	542.557623508	1.98506e+06	334.805	27662.2	100	9	10	2	60	4.11940298507	5.63658536585	7.83333333333	7	-2188	0
581774	54550000	160	14.1787739682	3642	256.862829478	480899.0	132.042559033	-1003.0	100000.0	0.843218012081	0	2	68.6256673128	-228.0	527.194966206	1.89208e+06	339.694	28658.7	100	5	19	2	67	3.41666666667	7.779342723	8.62068965517	5	-2888	0
585375	54550000	161	14.0888487859	3601	255.592210175	987661.0	274.27409053	-1002.0	100000.0	0.843654540405	0	2	70.3229348889	-163.0	518.113125619	2.00082e+06	346.929	28835.9	100	6	14	0	52	4.43548387097	7.62470308789	6.4375	10	-1818	96
589020	54550000	162	14.2586318019	3645	255.634625442	881962.0	241.964883402	-1002.0	100000.0	1.10562414266	0	2	69.4489082948	-139.0	554.531569369	1.87069e+06	342.954	29211.2	100	4	21	1	56	3.75384615385	6.62915601023	7.46511627907	9	-2460	0
592678	54550000	163	15.8002100991	3658	231.51590878	580024.0	158.563149262	-1006.0	100000.0	1.00984144341	0	2	70.1679001397	-172.0	555.288808108	2.1013e+06	359.059	29205.4	100	5	20	3	64	3.31428571429	7.63092269327	8.0	6	-2936	0
596327	54550000	164	14.5657165024	3649	250.519773566	1284925.0	352.130720745	-1006.0	100000.0	0.916415456289	0	2	71.5397408017	-203.0	544.93965753	2.07704e+06	363.73	30422.7	100	6	18	0	63	3.76315789474	6.55304740406	8.70454545455	13	-1950	0
599960	54550000	165	14.1462805895	3633	256.816622363	1283037.0	353.161849711	-1009.0	100000.0	0.806496008808	0	2	70.1268639325	-280.0	553.745652929	1.95725e+06	354.902	31127.7	100	6	23	0	27	6.35	8.82005899705	12.3333333333	13	-2282	96
603581	54550000	166	14.215440416	3621	254.723026092	1082450.0	298.936757802	-1000.0	100000.0	0.832090582712	0	2	70.2605730933	-172.0	547.530987795	2.07526e+06	357.196	31637.2	100	7	19	1	46	4.84210526316	7.78199052133	7.47826086957	11	-2384	0
607227	54550000	167	14.2319905383	3646	256.183419332	983251.0	269.679374657	-1002.0	100000.0	0.961053208996	0	2	70.3843832653	-222.0	551.700082718	2.20688e+06	374.546	32488.5	100	7	19	2	62	3.91666666667	6.19187358916	7.88709677419	10	-2652	0
610865	54550000	168	15.8524568884	3638	229.491240734	1184353.0	325.55057724	-1002.0	100000.0	0.890599230346	0	2	71.3054097322	-122.0	542.418689751	2.10577e+06	379.927	34036.0	100	2	21	4	54	4.42424242424	7.36912751678	6.09523809524	12	-2330	0
614498	54550000	169	14.4659131088	3633	251.142114062	1078431.0	296.843104872	-1002.0	100000.0	0.702449766034	0	2	70.8645292049	-186.0	547.082903388	2.20616e+06	401.044	36097.4	100	7	23	0	44	5.36363636364	9.08962264151	6.5641025641	11	-2682	54
618110	54550000	170	14.0329029755	3612	257.395066886	1283162.0	355.249723145	-1002.0	100000.0	0.803986710963	0	2	70.1825733649	-153.0	542.413147101	2.38105e+06	409.396	38082.9	176	3	24	0	43	5.19642857143	7.75409836066	6.61666666667	13	-2212	162
621737	54550000	171	14.2279680563	3627	254.92044863	1097334.0	302.545905707	-1002.0	100000.0	0.711331679074	0	2	72.1277482385	-202.0	538.424816562	2.36863e+06	411.339	38874.2	100	7	7	2	52	4.98412698413	8.04195804196	6.36	11	-1342	0
625374	54550000	172	14.5879865243	3637	249.314735378	1092642.0	300.423975804	-1002.0	100000.0	0.796260654385	0	2	71.8029165322	-217.0	540.224445264	2.38401e+06	410.682	40692.7	100	6	13	1	55	4.60606060606	7.58117647059	7.1	11	-1742	0
629027	54550000	173	15.7356781147	3653	232.147605802	891268.0	243.982480153	-1002.0	100000.0	0.961675335341	0	2	73.0832963673	-151.0	549.723976905	2.65137e+06	420.982	41595.0	100	7	17	3	45	5.03703703704	6.64893617021	9.58227848101	9	-2550	0
632661	54550000	174	14.3459807405	3634	253.311367534	1081972.0	297.735828288	-1011.0	100000.0	0.825811777655	0	2	69.7334270286	-136.0	494.265608252	2.54821e+06	421.135	42247.8	166	2	28	0	47	5.24137931034	7.71631205674	7.30555555556	11	-2718	0
636326	54550000	175	14.2848411818	3665	256.565680594	1186199.0	323.655934516	-1010.0	100000.0	0.723601637108	0	2	71.8479660818	-124.0	546.567588646	2.70801e+06	420.945	42334.3	156	6	17	0	45	4.98245614035	8.04651162791	10.0	12	-1898	0
639975	54550000	176	14.2753023939	3649	255.616301449	1086233.0	297.679638257	-1002.0	100000.0	0.601808714716	0	2	71.9720039105	-116.0	554.925337918	2.23776e+06	397.766	42380.1	162	5	20	2	36	5.82978723404	10.3179347826	8.03333333333	11	-2306	0
643606	54550000	177	14.4963819948	3631	250.476291346	983691.0	270.914624071	-1003.0	100000.0	0.726521619389	0	2	69.6103581044	-232.0	500.10655016	2.46731e+06	417.504	42079.8	124	2	25	2	42	5.42307692308	8.82994923858	7.90625	10	-2658	106
647260	54550000	178	16.1939133907	3654	225.640332379	993089.0	271.781335523	-1002.0	100000.0	0.605090311987	0	2	70.3009507553	-154.0	541.063304706	2.49253e+06	415.178	42910.9	100	6	16	2	46	5.46428571429	9.35356200528	7.1375	10	-2198	0
650884	54550000	179	14.2307225951	3624	254.660294007	979701.0	270.33692053	-1001.0	100000.0	0.791114790287	0	2	68.8574753603	-108.0	536.653872313	2.57375e+06	406.525	43089.3	100	1	28	0	50	4.81666666667	8.3995215311	6.16216216216	10	-2654	0
654495	54550000	180	14.1281303289	3611	255.589374952	1580751.0	437.759900305	-1002.0	100000.0	0.705898643035	0	2	68.7610252338	-183.0	534.294640696	2.67714e+06	428.369	43312.0	100	4	26	1	34	5.98	8.88972431078	6.54385964912	16	-2272	0
658134	54550000	181	14.5159233789	3639	250.690218253	887412.0	243.861500412	-1002.0	100000.0	0.614729321242	0	2	68.9618237412	-125.0	542.771085996	2.52535e+06	418.985	44053.9	100	4	18	1	64	4.24657534247	8.95794392523	7.9756097561	9	-2238	0
661754	54550000	182	14.2915814595	3620	253.295970797	1285929.0	355.229005525	-1003.0	100000.0	0.60773480663	0	2	69.3278906852	-137.0	523.374754614	2.44255e+06	415.106	43841.7	100	2	22	1	49	4.95161290323	9.09490740741	6.8085106383	13	-2006	0
665374	54550000	183	15.1586413793	3620	238.807681337	1168806.0	322.874585635	-1001.0	100000.0	0.774861878453	0	2	69.415942446	-132.0	551.790643004	2.39162e+06	407.642	43644.4	100	3	39	0	38	5.48	10.25	7.50704225352	12	-3680	0
669008	54550000	184	14.0595568885	3634	258.471872821	772679.0	212.624931205	-1003.0	100000.0	0.745459548707	0	2	69.3329511475	-127.0	525.487803342	2.29791e+06	405.751	43382.2	100	3	32	1	65	4.09589041096	8.58256880734	7.60606060606	8	-3598	0
672625	54550000	185	13.9850732064	3617	258.632897134	880528.0	243.441526127	-1012.0	100000.0	0.682333425491	0	2	68.7662326524	-172.0	523.088908679	2.36462e+06	402.7	43697.6	100	4	23	0	55	4.65625	8.83720930233	6.0	9	-2576	0
676257	54550000	186	14.4479586114	3632	251.384994772	1389414.0	382.547907489	-1000.0	100000.0	0.715308370044	0	2	68.8051594307	-193.0	533.873653209	2.4575e+06	414.056	43724.7	100	2	19	2	44	5.60344827586	7.72805139186	5.94117647059	14	-1776	0
679889	54550000	187	14.8818560038	3632	244.055580102	1270477.0	349.800936123	-1003.0	100000.0	0.813876651982	0	2	69.3494913183	-86.0	524.192082595	2.4891e+06	417.892	43934.9	100	1	39	1	35	6.08333333333	9.29396984925	5.26530612245	13	-3524	0
683539	54550000	188	15.1802214112	3650	240.444450784	869413.0	238.195342466	-1011.0	100000.0	0.827123287671	0	2	68.9901608555	-115.0	529.15870294	2.46443e+06	414.268	43942.2	100	1	37	1	54	4.42857142857	9.02386634845	5.89655172414	9	-3756	0
687172	54550000	189	14.1787363214	3633	256.228758166	880847.0	242.457197908	-1004.0	100000.0	0.811175337187	0	2	69.0850551976	-134.0	521.775253242	2.35031e+06	416.89	44863.1	100	2	27	1	58	4.5671641791	7.74439461883	7.42105263158	9	-2928	0
690822	54550000	190	14.4696247792	3650	252.25256741	1378382.0	377.63890411	-1002.0	100000.0	0.764931506849	0	2	69.4106670843	-116.0	525.208635896	2.27708e+06	411.449	45162.9	100	2	30	0	49	4.93650793651	7.82134570766	10.0392156863	14	-2624	0
694450	54550000	191	14.2424656767	3628	254.731173826	1278157.0	352.303472988	-1000.0	100000.0	0.870452039691	0	2	69.2306783775	-99.0	518.660675963	2.53134e+06	422.7	46164.9	100	2	29	0	65	3.98717948718	6.94979919679	5.82926829268	13	-2706	0
698093	54550000	192	14.9744179659	3643	243.281575838	981775.0	269.496294263	-1012.0	100000.0	0.979961570135	0	2	68.9940932551	-134.0	509.38308364	2.31496e+06	409.721	47083.3	100	1	33	0	56	4.63636363636	6.10752688172	6.85333333333	10	-3274	0
701740	54550000	193	15.1398809398	3647	240.886966978	891008.0	244.312585687	-1005.0	100000.0	0.866465588155	0	2	71.0854885336	-124.0	536.354457544	2.51376e+06	423.278	47053.5	100	5	12	3	69	3.88461538462	6.58298755187	6.225	9	-2012	72
705362	54550000	194	14.1673085692	3622	255.65900413	1299215.0	358.700993926	-1004.0	100000.0	0.761181667587	0	2	69.8695139561	-290.0	537.209246135	2.77634e+06	438.69	47544.4	100	2	18	2	41	5.98148148148	7.795	10.84375	13	-1726	94
708979	54550000	195	14.5189296993	3617	249.123046595	789493.0	218.272878076	-1000.0	100000.0	0.706110035941	0	2	68.677960112	-153.0	530.179420002	2.64617e+06	437.111	48443.3	100	2	27	1	66	3.94594594595	8.08040201005	15.2456140351	8	-3002	0
712619	54550000	196	14.3100247625	3640	254.367134956	671513.0	184.481593407	-1001.0	100000.0	0.906593406593	0	2	68.7757236143	-107.0	524.897548836	2.59394e+06	433.749	48757.7	100	0	36	1	59	4.36363636364	8.32662192394	5.61904761905	7	-3814	0
716284	54550000	197	15.3767267067	3665	238.347215887	988348.0	269.672032742	-1002.0	100000.0	0.952251023192	0	2	70.0843957961	-96.0	556.496551102	2.69566e+06	449.976	50126.8	100	2	25	1	54	4.875	6.05555555556	9.08955223881	10	-2670	94
