step	nb_steps	episode	duration	episode_steps	sps	episode_reward	reward_mean	reward_min	reward_max	action_mean	action_min	action_max	obs_mean	obs_min	obs_max	loss	mean_absolute_error	mean_q	maxscore	outer_deaths	inner_deaths	shell_deaths	resets	reset_vlners	isi_pre	isi_post	fortress_kills	raw_pnts	total
719915	54550000	198	14.7564591316	3631	246.061739312	1177897.0	324.400165244	-1002.0	100000.0	0.974662627375	0	2	68.8348218298	-141.0	466.583763548	2.86519e+06	447.26	49267.4	100	0	31	1	53	4.41538461538	7.02068965517	8.69047619048	12	-2814	0
723569	54550000	199	14.9244613048	3654	244.832957476	1078843.0	295.249863164	-1003.0	100000.0	0.932676518883	0	2	69.2128709033	-121.0	525.522780616	2.76319e+06	440.075	48295.6	100	1	29	2	50	4.98360655738	6.85995623632	5.74468085106	11	-2924	0
727217	54550000	200	14.3512377354	3648	254.194102784	1176082.0	322.390899123	-1003.0	100000.0	0.85389254386	0	2	69.8434627973	-107.0	527.598885165	2.56931e+06	423.089	47963.4	100	4	28	0	52	4.5625	7.34888888889	6.97142857143	12	-2818	0
730876	54550000	201	14.2838888691	3659	256.162732259	1073600.0	293.413500957	-1012.0	100000.0	0.943427165892	0	2	70.2938289092	-126.0	544.834121751	2.63726e+06	432.342	48496.0	100	4	32	2	45	5.17857142857	7.00454545455	5.13333333333	11	-3482	0
734502	54550000	202	15.5062096088	3626	233.841802187	1482840.0	408.946497518	-1002.0	100000.0	0.727523441809	0	2	70.6594486912	-195.0	536.302802332	2.57027e+06	442.881	49644.1	172	3	27	1	35	6.2	8.0	8.78125	15	-2406	0
738145	54550000	203	14.6707247877	3643	248.317656607	1077668.0	295.818830634	-1006.0	100000.0	0.90090584683	0	2	70.271429668	-167.0	552.795348357	2.64422e+06	429.146	50177.7	100	3	27	2	67	3.78205128205	6.14559386973	8.21052631579	11	-3022	0
741782	54550000	204	14.5157173758	3637	250.555994296	1070975.0	294.466593346	-1002.0	100000.0	0.941985152598	0	2	70.5460436789	-110.0	554.295483057	2.63069e+06	441.703	50423.5	100	3	35	0	44	4.90909090909	6.73464912281	6.8431372549	11	-3482	0
745380	54550000	205	14.3334802059	3598	251.020683624	875077.0	243.212062257	-1002.0	100000.0	0.891328515842	0	2	70.4899231439	-173.0	548.832157608	2.99257e+06	459.868	51093.5	100	7	26	1	61	4.27142857143	6.47722772277	7.08823529412	9	-3364	0
749021	54550000	206	14.3022370012	3641	254.575560432	1094937.0	300.724251579	-1008.0	100000.0	0.819005767646	0	2	71.8991290898	-196.0	551.785456363	2.77346e+06	443.831	52931.4	100	5	12	4	58	4.69565217391	6.67538126362	7.0	11	-1902	0
752698	54550000	207	15.8299817669	3677	232.280747643	985944.0	268.138156106	-1002.0	100000.0	0.88360076149	0	2	70.2559625793	-189.0	545.061676673	2.73929e+06	443.927	53368.1	100	7	17	1	57	4.79104477612	6.058	6.34693877551	10	-2392	0
756373	54550000	208	14.8895329331	3675	246.81768169	1381938.0	376.03755102	-1000.0	100000.0	0.920816326531	0	2	70.8563384451	-137.0	520.230405074	2.43946e+06	424.655	53952.2	100	3	26	1	50	4.984375	6.44161358811	6.44827586207	14	-2452	100
759985	54550000	209	14.3108361257	3612	252.396154094	1085157.0	300.431063123	-1002.0	100000.0	0.830564784053	0	2	69.8652452393	-327.0	536.837405036	2.63867e+06	432.742	53413.4	100	4	20	2	47	5.08620689655	6.79704016913	8.38095238095	11	-2366	0
763629	54550000	210	14.0833225413	3644	258.745760407	1084811.0	297.697859495	-1002.0	100000.0	0.812568605928	0	2	72.0272221142	-114.0	549.033550698	2.57226e+06	435.019	52509.5	100	6	19	1	54	4.92307692308	7.3660130719	6.90476190476	11	-2358	0
767283	54550000	211	14.0527244515	3654	260.020753456	1186713.0	324.770935961	-1003.0	100000.0	0.817733990148	0	2	69.8841400555	-200.0	545.525273331	2.69424e+06	433.442	52328.3	100	6	17	1	53	4.96923076923	6.85995623632	10.3658536585	12	-2072	76
770922	54550000	212	15.9550000632	3639	228.078971205	787583.0	216.4284144	-1011.0	100000.0	0.845836768343	0	2	70.8892714437	-159.0	537.348308339	2.86843e+06	443.569	51389.8	100	6	13	4	64	3.95833333333	7.6803652968	5.66666666667	8	-2318	0
774539	54550000	213	14.8650531964	3617	243.322371754	1089231.0	301.142106718	-1002.0	100000.0	0.817251866187	0	2	71.6185264775	-121.0	553.561224268	2.85586e+06	443.777	49849.0	100	7	11	3	66	4.12987012987	7.07756813417	5.05128205128	11	-1882	72
778165	54550000	214	14.2921055025	3626	253.706495475	1189466.0	328.038058467	-1001.0	100000.0	0.80667402096	0	2	70.0656463815	-119.0	510.341394012	2.91648e+06	447.723	50419.0	100	1	19	3	51	5.26984126984	6.90425531915	7.35	12	-1960	0
781785	54550000	215	14.1839734388	3620	255.217624004	1383678.0	382.231491713	-1002.0	100000.0	0.706906077348	0	2	70.1241446395	-125.0	538.340608478	2.77698e+06	443.628	51722.4	100	3	23	1	43	5.68421052632	7.88936170213	6.05128205128	14	-2142	0
785401	54550000	216	14.1253953664	3616	255.992834622	985795.0	272.620298673	-1000.0	100000.0	0.753871681416	0	2	70.0342994345	-161.0	531.619876792	3.25961e+06	476.225	54043.6	100	1	22	2	60	4.45714285714	7.77951002227	5.60714285714	10	-2350	0
789077	54550000	217	16.2105312772	3676	226.766164361	881543.0	239.81039173	-1002.0	100000.0	0.946953210011	0	2	71.3491485583	-88.0	542.608087003	2.92613e+06	459.312	54558.9	100	4	22	2	58	4.32835820896	6.41855670103	4.90697674419	9	-2794	0
792713	54550000	218	14.4199735087	3636	252.150255186	1484399.0	408.250550055	-1002.0	100000.0	0.937568756876	0	2	70.1126983559	-129.0	504.563873775	3.03634e+06	469.259	55987.6	100	3	24	0	43	5.39655172414	6.36323851204	6.21875	15	-2066	0
796347	54550000	219	14.3397569765	3634	253.421310134	1289516.0	354.847550908	-1002.0	100000.0	0.889928453495	0	2	70.6977579291	-164.0	537.033771038	2.92481e+06	454.688	56733.8	100	3	18	2	41	5.81481481481	7.12416851441	5.85714285714	13	-1832	96
799958	54550000	220	14.8580719794	3611	243.032878357	1081680.0	299.551370811	-1002.0	100000.0	0.885073386873	0	2	70.9416304439	-152.0	537.921224723	2.84083e+06	456.425	56946.0	100	5	22	0	52	5.07936507937	6.72877846791	5.34285714286	11	-2480	0
803563	54550000	221	14.5168928585	3605	248.331377461	1184856.0	328.670180305	-1000.0	100000.0	0.729542302358	0	2	71.1933158877	-135.0	544.243143013	2.86032e+06	442.243	56590.5	166	5	20	0	40	5.63461538462	8.72749391727	6.25	12	-2068	94
807223	54550000	222	16.1319290385	3660	226.879252398	1390359.0	379.879508197	-1002.0	100000.0	0.706557377049	0	2	71.5381303126	-296.0	522.44284002	2.91308e+06	442.175	55632.4	152	8	14	1	34	6.33333333333	8.36626506024	6.81481481481	14	-1690	0
810886	54550000	223	14.405509921	3663	254.277704857	882198.0	240.84029484	-1003.0	100000.0	0.791154791155	0	2	69.8488134435	-128.0	538.334082091	3.09224e+06	454.783	55430.8	100	4	22	2	55	4.8125	7.68490153173	6.09677419355	9	-2722	0
814548	54550000	224	14.3349357806	3662	255.459812031	1288192.0	351.772801748	-1002.0	100000.0	0.836701256144	0	2	69.6513716031	-103.0	532.71269384	2.80451e+06	437.181	55531.5	100	3	20	1	47	5.78333333333	6.53658536585	6.44897959184	13	-2038	0
818222	54550000	225	14.3075671814	3674	256.787191939	1285911.0	350.002994012	-1002.0	100000.0	0.8385955362	0	2	70.0807081522	-156.0	523.046003848	2.8358e+06	443.757	55269.3	100	3	20	2	52	4.75384615385	7.02978723404	5.34090909091	13	-2074	0
821861	54550000	226	14.7786252484	3639	246.233999363	1480747.0	406.910414949	-1000.0	100000.0	0.915636163781	0	2	70.6321479624	-112.0	533.861476805	2.89236e+06	454.532	56889.1	100	1	32	1	36	5.78431372549	7.01909307876	7.58441558442	15	-2722	0
825512	54550000	227	15.9059791503	3651	229.536325019	1489196.0	407.887154204	-1002.0	100000.0	0.841139413859	0	2	71.1445287759	-212.0	554.010950495	2.96184e+06	462.998	58435.5	100	5	23	0	31	6.9347826087	6.88059701493	11.3421052632	15	-2100	0
829160	54550000	228	14.4454420002	3648	252.536405598	1389983.0	381.026041667	-1001.0	100000.0	0.771929824561	0	2	71.3254835316	-152.0	534.970541292	3.08587e+06	461.011	59171.1	100	2	18	4	44	5.86206896552	7.70932754881	5.44444444444	14	-1878	0
832808	54550000	229	14.4885183376	3648	251.785580485	1198267.0	328.472313596	-1000.0	100000.0	0.745339912281	0	2	70.4102352161	-138.0	549.608867212	2.94938e+06	442.844	59380.4	100	3	10	3	45	6.15789473684	7.51762114537	6.47826086957	12	-1300	100
836448	54550000	230	14.7105261573	3640	247.441863131	1186290.0	325.903846154	-1000.0	100000.0	0.79010989011	0	2	71.7381481131	-131.0	535.216508526	2.85399e+06	444.441	59892.0	100	4	20	2	61	4.79452054795	6.802	6.08695652174	12	-2366	0
840079	54550000	231	14.8176664544	3631	245.045332284	1186879.0	326.873863949	-1006.0	100000.0	0.785183145139	0	2	70.4236471382	-221.0	543.166272351	2.89545e+06	435.761	59078.3	100	6	18	2	46	5.84482758621	7.44731182796	5.74418604651	12	-2286	84
843691	54550000	232	15.5088509061	3612	232.899266481	1586522.0	439.236434109	-1004.0	100000.0	0.882059800664	0	2	72.0135145924	-107.0	540.39934724	2.90898e+06	446.906	58777.0	172	3	21	1	45	5.29508196721	6.9025974026	4.70491803279	16	-1808	92
847371	54550000	233	14.6523016633	3680	251.155080244	1784474.0	484.911413043	-1005.0	100000.0	0.927717391304	0	2	71.0606350194	-209.0	549.312040732	2.97522e+06	460.154	59192.2	172	4	22	1	46	5.140625	6.08678500986	5.81395348837	18	-1826	0
850995	54550000	234	14.2969092303	3624	253.481360315	1081476.0	298.420529801	-1002.0	100000.0	0.939845474614	0	2	69.9708807831	-89.0	554.585815073	2.74992e+06	446.312	60070.3	100	3	25	1	51	5.33870967742	6.07984790875	5.58064516129	11	-2734	0
854637	54550000	235	14.7130623449	3642	247.535143578	1080598.0	296.704557935	-1008.0	100000.0	0.940417353103	0	2	70.8288916908	-212.0	546.97500237	2.98157e+06	457.771	61213.7	152	4	26	1	50	5.26229508197	6.24593495935	4.9	11	-2880	0
858283	54550000	236	15.2312505534	3646	239.376273617	1392558.0	381.94130554	-1006.0	100000.0	0.86204059243	0	2	70.2287641832	-138.0	555.92981603	2.98373e+06	435.49	60686.9	160	6	12	3	58	4.83333333333	5.86007462687	6.68888888889	14	-1734	60
861901	54550000	237	14.8028393495	3618	244.412569412	1194171.0	330.06384743	-1002.0	100000.0	0.836097291321	0	2	70.4989806157	-112.0	505.023141424	2.75782e+06	424.868	59968.8	102	2	13	2	75	3.87356321839	5.95514018692	7.48837209302	12	-1554	0
865529	54550000	238	14.362908234	3628	252.595083174	1483210.0	408.823042999	-1008.0	100000.0	0.928335170893	0	2	72.1169723608	-147.0	548.750532472	2.82949e+06	441.563	59655.2	100	5	24	2	32	7.27659574468	6.1820083682	5.83076923077	15	-2492	0
869147	54550000	239	14.7071123482	3618	246.003424353	1888930.0	522.092316197	-1001.0	100000.0	0.800718629077	0	2	71.0339888081	-114.0	548.051416243	2.6717e+06	433.175	60660.6	100	3	20	3	41	5.88333333333	7.02702702703	6.10714285714	19	-1628	0
872806	54550000	240	14.4446478039	3659	253.311818306	1293097.0	353.401749112	-1003.0	100000.0	0.780267832741	0	2	70.1713475721	-160.0	526.823620546	2.79542e+06	441.994	61724.7	172	2	15	5	51	5.453125	6.48742746615	7.30612244898	13	-1886	0
876465	54550000	241	15.7085938239	3659	232.929824338	1688809.0	461.549330418	-1000.0	100000.0	0.885487838207	0	2	70.9667936317	-157.0	522.826961024	2.83037e+06	428.82	61394.3	100	2	21	3	36	6.60377358491	6.30327868852	6.10169491525	17	-1824	98
880086	54550000	242	15.0284136735	3621	240.943593825	973783.0	268.92653963	-1005.0	100000.0	1.00386633527	0	2	70.5927649937	-82.0	532.744905562	2.89666e+06	441.189	61086.2	100	2	33	2	56	4.83333333333	6.17373737374	7.34090909091	10	-3606	0
883729	54550000	243	14.6278665003	3643	249.045204228	1276636.0	350.435355476	-1005.0	100000.0	0.963766126819	0	2	70.0818691294	-108.0	532.091971678	2.92498e+06	438.937	60994.9	100	1	33	2	39	6.30769230769	6.34475806452	6.46153846154	13	-3174	0
887389	54550000	244	14.5892348911	3660	250.869906976	1582574.0	432.39726776	-1002.0	100000.0	0.871038251366	0	2	72.0765236486	-142.0	538.871170332	2.81288e+06	436.592	61211.7	100	4	24	2	47	5.33333333333	6.32809430255	6.6170212766	16	-2362	12
891019	54550000	245	14.3581822092	3630	252.817518758	1178639.0	324.693939394	-1005.0	100000.0	0.84435261708	0	2	71.7360474512	-102.0	537.569883778	2.63555e+06	426.846	61213.6	172	5	27	1	45	5.73684210526	7.09227467811	5.75757575758	12	-2986	100
894636	54550000	246	15.9346361726	3617	226.989807663	1181977.0	326.783798728	-1006.0	100000.0	0.87337572574	0	2	70.1795478039	-163.0	536.257372637	2.63099e+06	426.123	61057.0	100	3	25	4	50	5.54838709677	6.50387596899	5.65957446809	12	-2954	0
898238	54550000	247	14.2769046404	3602	252.295584422	1285175.0	356.794836202	-1007.0	100000.0	0.91032759578	0	2	71.0954232367	-92.0	541.413879301	2.80931e+06	437.86	61390.3	100	4	22	3	38	6.78431372549	6.22995780591	8.40740740741	13	-2480	0
901856	54550000	248	14.6391692653	3618	247.14517159	1990606.0	550.195135434	-1002.0	100000.0	0.710337202875	0	2	70.5428057153	-128.0	552.87311487	2.83449e+06	442.874	61534.1	100	3	19	4	34	6.81481481481	6.90784313725	4.98484848485	20	-1600	0
905521	54550000	249	14.4208595631	3665	254.14573826	1092914.0	298.203001364	-1005.0	100000.0	0.787994542974	0	2	71.4309722293	-127.0	533.796937822	2.96101e+06	441.421	61458.5	100	2	15	3	66	4.81818181818	6.39005736138	5.67307692308	11	-1928	0
909167	54550000	250	14.388993229	3646	253.388123962	1792578.0	491.656061437	-1002.0	100000.0	0.699396599013	0	2	72.0384730221	-118.0	552.304519941	2.82475e+06	442.315	61731.5	164	3	16	3	44	5.72580645161	7.58208955224	6.72727272727	18	-1358	42
912814	54550000	251	15.9346171986	3647	228.872771435	1092885.0	299.666849465	-1002.0	100000.0	0.71264052646	0	2	71.7252478163	-183.0	535.822602701	2.6222e+06	430.526	62672.5	100	6	11	3	58	5.66666666667	6.60326086957	5.5	11	-1946	80
916451	54550000	252	14.7107180052	3637	247.234703208	1790036.0	492.17376959	-1002.0	100000.0	0.766015947209	0	2	71.870279862	-146.0	540.641193369	2.9699e+06	447.654	63469.9	160	4	17	1	38	6.14285714286	7.12040816327	6.44897959184	18	-1378	100
920079	54550000	253	14.5553943605	3628	249.254668761	1485932.0	409.573318633	-1002.0	100000.0	0.901598676957	0	2	69.9435329706	-94.0	535.969287787	2.97323e+06	448.26	63828.9	120	2	23	0	52	5.55223880597	6.24361493124	6.89795918367	15	-2024	108
923685	54550000	254	14.2856751331	3606	252.420691806	1289815.0	357.685801442	-1008.0	100000.0	0.865224625624	0	2	71.373381913	-93.0	541.380496491	2.92689e+06	447.494	64582.8	170	2	19	2	50	5.7619047619	6.43204868154	8.56097560976	13	-1956	0
927314	54550000	255	14.7310849076	3629	246.349812166	2194506.0	604.713695233	-1002.0	100000.0	0.883438963902	0	2	73.2710637336	-95.0	516.487332918	2.76725e+06	441.922	65386.0	172	5	13	4	34	6.64285714286	6.22420634921	5.16071428571	22	-982	0
930951	54550000	256	15.6770982352	3637	231.994463863	1889985.0	519.654935386	-1002.0	100000.0	0.817156997525	0	2	70.9026340797	-229.0	549.60709964	3.08245e+06	447.444	66807.2	172	4	18	2	45	5.71875	6.85802469136	5.42372881356	19	-1476	94
934604	54550000	257	14.7602042322	3653	247.489800448	1293782.0	354.169723515	-1000.0	100000.0	0.727073638106	0	2	71.0517177481	-111.0	512.402861753	3.21029e+06	450.461	67638.9	208	0	19	2	52	5.50769230769	7.16288659794	4.7012987013	13	-1788	0
938229	54550000	258	14.9476646655	3625	242.512799232	1283269.0	354.005241379	-1006.0	100000.0	0.78124137931	0	2	70.4743072118	-111.0	500.656284682	2.87311e+06	437.643	65177.9	168	0	25	1	56	4.97101449275	7.36530612245	4.40816326531	13	-2254	0
941836	54550000	259	14.5428360004	3607	248.025900855	1583978.0	439.140005545	-1001.0	100000.0	0.720543387857	0	2	70.0355542624	-154.0	524.45552307	3.00743e+06	446.805	63932.3	162	2	27	3	31	6.72340425532	8.56683168317	8.22222222222	16	-2398	0
945471	54550000	260	15.3841642026	3635	236.281929401	2099455.0	577.566712517	-1001.0	100000.0	0.779642365887	0	2	73.4169323563	-105.0	505.539429551	3.09554e+06	452.039	64661.5	238	0	14	4	25	7.97826086957	7.24	5.75675675676	21	-632	64
949150	54550000	261	16.6044938798	3679	221.566524498	1196754.0	325.293286219	-1000.0	100000.0	0.745311225877	0	2	72.1061613415	-160.0	530.154091828	2.68282e+06	435.714	65723.7	148	4	11	4	52	6.09375	7.1387755102	7.75	12	-1694	0
952777	54550000	262	15.2951175453	3627	237.13449663	1385751.0	382.065343259	-1002.0	100000.0	0.809208712435	0	2	71.1300340426	-127.0	536.808312643	2.82264e+06	448.353	65552.2	100	5	19	3	55	4.95652173913	7.08453608247	6.60416666667	14	-2238	0
956407	54550000	263	14.7633222883	3630	245.879614976	1084941.0	298.881818182	-1002.0	100000.0	0.768044077135	0	2	70.375902878	-106.0	548.963476364	2.82563e+06	441.547	65039.9	100	4	20	2	62	4.98630136986	6.93939393939	5.3	11	-2534	92
960049	54550000	264	15.0259618147	3642	242.38049084	1186564.0	325.80010983	-1000.0	100000.0	0.873970345964	0	2	71.0258815375	-98.0	545.144135988	2.86832e+06	438.297	65331.9	172	3	20	1	60	5.02777777778	6.4880952381	6.6	12	-2192	0
963656	54550000	265	16.8712781651	3607	213.795301382	1277346.0	354.129747713	-1008.0	100000.0	0.786526199057	0	2	69.3394526481	-117.0	477.574002551	2.71528e+06	427.912	64797.3	100	1	32	0	47	6.06666666667	7.6359832636	5.0	13	-2934	0
967303	54550000	266	15.4944788753	3647	235.374163232	1488560.0	408.160131615	-1005.0	100000.0	0.730737592542	0	2	69.9638998267	-112.0	523.243242567	2.77787e+06	431.689	64671.1	100	2	21	0	51	5.77272727273	6.96124031008	7.10638297872	15	-1830	0
970965	54550000	267	14.6138667208	3662	250.583919367	1488934.0	406.590387766	-1002.0	100000.0	0.749044238121	0	2	71.412600596	-95.0	549.973101498	2.57181e+06	432.465	66069.5	100	1	21	3	47	6.11290322581	7.09448818898	4.8125	15	-1998	70
974587	54550000	268	14.7014818973	3622	246.369721454	1485730.0	410.196024296	-1001.0	100000.0	0.787962451684	0	2	69.9627579579	-113.0	554.5765473	2.99433e+06	452.086	66972.1	100	2	24	1	50	5.66153846154	6.51287128713	5.34210526316	15	-2212	78
978214	54550000	269	14.5308378243	3627	249.607080049	1488845.0	410.489385167	-1002.0	100000.0	0.767852219465	0	2	71.0321668579	-106.0	521.698151567	2.76171e+06	443.831	67578.8	100	2	21	0	48	6.12698412698	7.07024793388	5.10606060606	15	-1792	0
981855	54550000	270	16.2455147639	3641	224.123399777	1696208.0	465.863224389	-1000.0	100000.0	0.716012084592	0	2	71.6462363603	-116.0	509.5344923	3.1235e+06	452.294	68693.3	170	0	16	2	49	5.93939393939	6.52723735409	7.27142857143	17	-1166	102
985470	54550000	271	15.0912521557	3615	239.542747196	1286841.0	355.972614108	-1002.0	100000.0	0.76265560166	0	2	70.149538602	-109.0	533.214415575	3.21255e+06	456.676	68797.5	100	4	19	2	51	5.5	7.2387755102	5.37209302326	13	-2166	0
989097	54550000	272	14.5561756062	3627	249.172591628	1495918.0	412.439481665	-1002.0	100000.0	0.77970774745	0	2	71.2567075418	-116.0	523.863993982	2.99333e+06	445.335	68931.5	168	1	18	2	46	6.32786885246	6.88235294118	6.26086956522	15	-1596	50
992709	54550000	273	14.6603502415	3612	246.378834101	1689475.0	467.739479513	-1002.0	100000.0	0.775747508306	0	2	69.9904573695	-117.0	496.996535815	2.91131e+06	453.057	68171.5	154	0	21	2	56	5.06849315068	6.7572815534	4.94827586207	17	-1652	68
996371	54550000	274	14.8436686265	3662	246.70451033	1287228.0	351.509557619	-1002.0	100000.0	0.820862916439	0	2	71.3209506422	-114.0	542.923924634	3.00257e+06	452.474	67407.1	100	4	19	2	63	4.65789473684	6.57471264368	5.65306122449	13	-2230	0
999980	54550000	275	16.0123126019	3609	225.389054643	1188031.0	329.185646994	-1004.0	100000.0	0.769742310889	0	2	70.8105616866	-118.0	521.920087085	2.97719e+06	446.318	66951.7	154	2	19	4	68	4.4	6.67635658915	6.09677419355	12	-2326	42
1003609	54550000	276	15.07368798	3629	240.75063812	1284403.0	353.927528245	-1002.0	100000.0	0.840451915128	0	2	71.2314092798	-114.0	541.123290215	2.91588e+06	447.945	67686.8	100	2	24	3	45	6.1724137931	6.44315992293	5.78431372549	13	-2568	68
1007257	54550000	277	14.9747920242	3648	243.609393313	1695554.0	464.79002193	-1000.0	100000.0	0.910635964912	0	2	72.0475432201	-86.0	516.715837382	2.90447e+06	451.458	67451.3	168	2	14	4	43	6.23333333333	6.14201183432	5.09259259259	17	-1306	0
1010880	54550000	278	14.9634106528	3623	242.123943803	1494913.0	412.617444107	-1000.0	100000.0	0.773116202043	0	2	72.3415789884	-155.0	552.479848454	2.87825e+06	444.587	67763.0	148	4	12	6	57	5.47222222222	6.16994633274	5.07547169811	15	-1778	0
1014532	54550000	279	14.6945410377	3652	248.527666882	1096683.0	300.296549836	-1004.0	100000.0	0.74726177437	0	2	70.856876708	-148.0	533.895264046	3.07714e+06	448.088	68276.3	134	4	9	3	64	5.06666666667	6.26063829787	4.89189189189	11	-1616	100
1018143	54550000	280	16.091525923	3611	224.403827038	1698115.0	470.26170036	-1000.0	100000.0	0.75657712545	0	2	71.8535740586	-169.0	525.49208851	3.13657e+06	458.116	68253.3	168	1	13	2	46	6.12698412698	6.88844621514	6.60377358491	17	-932	78
1021775	54550000	281	15.2956156873	3632	237.453664779	1695477.0	466.816354626	-1000.0	100000.0	0.785242290749	0	2	72.9269680269	-105.0	526.02873428	2.95954e+06	451.508	69317.6	158	3	13	4	56	5.6301369863	6.5928030303	5.78260869565	17	-1372	0
1025411	54550000	282	14.6497609581	3636	248.195176045	1398105.0	384.517326733	-1004.0	100000.0	0.791254125413	0	2	71.868086291	-122.0	538.414659051	2.8562e+06	450.937	70600.8	192	0	13	4	58	5.48611111111	6.404536862	4.52631578947	14	-1372	0
1029077	54550000	283	14.8450380654	3666	246.951202405	1889872.0	515.513366067	-1002.0	100000.0	0.803327877796	0	2	70.7333479151	-157.0	528.098619302	3.09407e+06	459.985	72333.4	122	1	20	1	50	5.42028985507	6.65225933202	4.25373134328	19	-1306	0
1032708	54550000	284	14.4841320372	3631	250.688131721	1682902.0	463.481685486	-1001.0	100000.0	0.854310107408	0	2	71.3078145553	-142.0	521.10656532	2.97121e+06	455.098	72863.6	158	2	26	3	48	5.76923076923	6.88032454361	4.95588235294	17	-2374	0
1036338	54550000	285	16.1984996708	3630	224.094828149	1994611.0	549.479614325	-1000.0	100000.0	0.77217630854	0	2	71.5940114972	-119.0	513.031034511	2.852e+06	440.169	72878.6	172	0	18	4	40	6.65	6.63653846154	4.76363636364	20	-1242	74
1040004	54550000	286	14.6036460746	3666	251.033199605	1694377.0	462.186852155	-1000.0	100000.0	0.764320785597	0	2	71.5359871481	-117.0	535.132313191	2.86099e+06	440.515	72581.3	172	3	13	5	59	5.31578947368	6.20913884007	4.78571428571	17	-1506	98
1043605	54550000	287	14.6650386196	3601	245.54998411	1789224.0	496.868647598	-1002.0	100000.0	0.743126909192	0	2	70.2385118901	-124.0	521.047651378	3.05164e+06	453.999	72427.3	138	1	21	2	49	5.58208955224	6.63977485929	5.74509803922	18	-1638	0
1047198	54550000	288	14.3515684247	3593	250.355911889	1494986.0	416.082939048	-1002.0	100000.0	0.782076259393	0	2	71.6072478372	-101.0	542.698073944	2.91367e+06	445.572	72831.6	168	1	15	2	69	4.80952380952	6.1871559633	7.04444444444	15	-1398	0
1050823	54550000	289	14.5846781261	3625	248.548508829	1499480.0	413.649655172	-1001.0	100000.0	0.764689655172	0	2	72.6578318686	-119.0	536.805263364	3.1268e+06	444.017	72970.0	170	1	10	9	50	6.13846153846	6.49171270718	5.73469387755	15	-1558	80
1054452	54550000	290	15.9942376348	3629	226.894215458	1490499.0	410.718930835	-1000.0	100000.0	0.797189308349	0	2	72.484299846	-130.0	522.602391076	2.8551e+06	435.839	73034.7	188	1	19	5	52	5.71641791045	6.26765799257	4.85964912281	15	-2022	0
1058094	54550000	291	14.7698728262	3642	246.583030393	1594902.0	437.919275124	-1005.0	100000.0	0.738879736409	0	2	72.0116288633	-135.0	518.689681145	3.33069e+06	455.892	73793.3	164	4	13	2	65	4.97530864198	6.35	6.11290322581	16	-1420	0
1061734	54550000	292	14.6125439639	3640	249.101046949	1494388.0	410.546153846	-1002.0	100000.0	0.707142857143	0	2	71.8431865144	-106.0	541.224077207	2.91089e+06	438.54	72348.6	144	2	14	5	46	6.19672131148	6.9138576779	3.92307692308	15	-1628	0
1065388	54550000	293	15.1005608465	3654	241.977767392	1394147.0	381.539956212	-1002.0	100000.0	0.769293924466	0	2	70.0854746281	-99.0	491.989800094	3.4605e+06	470.077	73218.4	166	1	17	0	53	6.0447761194	6.59090909091	5.96078431373	14	-1482	0
1069026	54550000	294	15.14269481	3638	240.247858499	1394081.0	383.199835074	-1007.0	100000.0	0.735019241341	0	2	71.2230095945	-99.0	554.87334036	3.01851e+06	456.073	74210.8	162	1	15	3	60	5.37837837838	6.64325323475	5.725	14	-1590	0
1072646	54550000	295	15.8920432197	3620	227.786946584	1592660.0	439.961325967	-1000.0	100000.0	0.786187845304	0	2	72.0082855327	-93.0	526.443070061	3.01404e+06	442.766	74250.2	148	2	17	3	52	5.73529411765	6.27932960894	6.43636363636	16	-1666	0
1076327	54550000	296	14.877104078	3681	247.427186145	1196430.0	325.028524857	-1001.0	100000.0	0.762292855202	0	2	70.7765161687	-155.0	533.233816269	3.11553e+06	461.857	72823.1	172	1	12	2	59	5.15492957746	7.13	5.12121212121	12	-1294	72
1079955	54550000	297	14.5284492121	3628	249.716948247	1695432.0	467.318632856	-1002.0	100000.0	0.766262403528	0	2	72.9906035757	-121.0	520.82925327	3.06096e+06	458.777	71721.4	166	3	14	2	44	6.32786885246	6.60735009671	5.41428571429	17	-1270	0
1083600	54550000	298	14.5346732772	3645	250.779630919	1390276.0	381.420027435	-1002.0	100000.0	0.748422496571	0	2	71.6324543727	-143.0	549.017565154	2.89052e+06	443.184	71974.5	100	3	17	5	55	5.79710144928	6.14834205934	5.36585365854	14	-2156	0
1087247	54550000	299	15.2191590133	3647	239.632163433	1698006.0	465.589799835	-1000.0	100000.0	0.681107759803	0	2	72.8339399816	-178.0	548.535890148	3.06959e+06	454.896	73120.3	170	3	11	2	52	5.86956521739	6.60482374768	5.43333333333	17	-1014	0
1090889	54550000	300	15.9847711287	3642	227.841860898	1797705.0	493.603789127	-1000.0	100000.0	0.804777594728	0	2	72.8625428351	-142.0	528.668497542	3.33861e+06	468.915	73737.6	224	4	10	2	55	5.45205479452	6.27358490566	5.08620689655	18	-906	72
1094539	54550000	301	14.5229898281	3650	251.325659743	1295838.0	355.024109589	-1003.0	100000.0	0.860273972603	0	2	72.326593876	-111.0	523.103569753	2.97429e+06	455.3	75116.5	196	2	14	3	61	5.16216216216	6.38492063492	5.78947368421	13	-1636	0
