step	nb_steps	episode	duration	episode_steps	sps	episode_reward	reward_mean	reward_min	reward_max	action_mean	action_min	action_max	obs_mean	obs_min	obs_max	loss	mean_absolute_error	mean_q	mean_eps	maxscore	outer_deaths	inner_deaths	shell_deaths	resets	reset_vlners	isi_pre	isi_post	fortress_kills	raw_pnts	total
660176	10910000	242	5.68640782956	2728	479.740476196	637787.0	233.792888563	-1003.0	100628.5	0.726173020528	0	2	68.6167837279	-104.0	504.203781021	1069091.30224	235.646561955	18186.9901456	0.352899010082	100	1	17	2	53	3.87272727273	11.0860534125	5.77777777778	2	-2408	86
662904	10910000	243	5.52715898201	2728	493.562788565	639467.5	234.408907625	-1002.0	100069.5	0.649560117302	0	2	70.3045818336	-80.0	554.659210566	1042243.37151	235.213335915	18834.4812076	0.352703974335	100	4	16	2	51	4.05555555556	11.1781609195	7.42857142857	3	-2534	86
665632	10910000	244	5.78181287568	2728	471.824332378	547442.0	200.675219941	-1001.0	100430.5	0.771260997067	0	2	68.8610522979	-96.0	547.634459946	953175.462031	229.593926628	18729.3484008	0.352508938588	100	1	23	1	59	3.65573770492	9.84450402145	6.0	2	-2954	0
668360	10910000	245	5.86526431948	2728	465.111178526	761602.5	279.179802053	-1002.0	100368.5	0.652492668622	0	2	69.9753853439	-98.0	544.73035133	1151632.1998	239.847901878	18926.2984888	0.352313902841	100	5	9	3	52	3.67272727273	12.7651006711	8.09090909091	3	-1980	0
671088	10910000	246	5.51537162783	2728	494.617622181	994552.0	364.571847507	-1000.0	100569.5	0.703445747801	0	2	69.8246844191	-146.0	542.423205302	1042997.81174	237.12481685	19081.4460528	0.352118867094	158	3	21	1	56	3.45161290323	10.3045977011	11.3043478261	6	-2552	0
673816	10910000	247	5.57027236384	2728	489.742659212	610373.0	223.743768328	-1005.0	100304.5	0.713709677419	0	2	69.7495798197	-78.0	525.159724717	1045397.04895	239.591812626	19227.0794925	0.351923831347	100	4	12	3	68	3.27142857143	10.7082152975	4.4	2	-2364	0
676544	10910000	248	6.08466246509	2728	448.340399431	811639.0	297.521627566	-1000.0	100079.5	0.860703812317	0	2	70.1019272448	-104.0	536.428308604	965667.49882	241.812164687	19269.6450267	0.3517287956	100	2	16	1	68	3.18309859155	9.15384615385	6.53333333333	3	-2278	0
679272	10910000	249	5.60677406939	2728	486.554294188	1122234.0	411.376099707	-1000.0	100682.5	0.744134897361	0	2	70.9533554799	-96.0	544.631660915	1142904.79427	258.387012224	19308.2534681	0.351533759853	152	0	12	5	49	4.0	11.0569620253	9.62962962963	5	-1814	0
682000	10910000	250	5.54754034077	2728	491.749465966	408022.0	149.568181818	-1008.0	100210.5	0.716275659824	0	2	69.0647473415	-152.0	497.265757867	1003507.07787	240.508753108	19391.0237067	0.351338724106	100	0	19	5	51	3.96153846154	11.4985074627	4.4	1	-2886	0
684728	10910000	251	5.91636002118	2728	461.094319858	909847.0	333.521627566	-1004.0	100447.5	0.580278592375	0	2	68.3678844682	-102.0	504.471462955	1200983.06184	257.896433576	19540.6877935	0.351143688359	100	0	13	2	67	3.24285714286	12.1294117647	8.0	3	-1854	0
687456	10910000	252	5.83200836782	2728	467.763389204	387892.5	142.189332845	-1000.0	495.5	0.654325513196	0	2	70.3166422563	-86.0	544.501883007	1251406.70904	253.280535555	19678.8521868	0.350948652612	0	1	15	4	61	3.39344262295	11.928358209	2.0	0	-2584	0
690184	10910000	253	5.61335352003	2728	485.98400052	799135.0	292.938049853	-1000.0	100626.5	0.648826979472	0	2	68.687726241	-118.0	505.042380277	880917.545002	225.514561751	19643.2890253	0.350753616865	100	1	13	3	56	3.49152542373	12.0239520958	4.28571428571	3	-2006	0
692912	10910000	254	5.75877425732	2728	473.711918215	624402.5	228.886546921	-1002.0	100095.5	0.583944281525	0	2	70.326097445	-80.0	545.065273027	1126184.54511	249.64833061	19891.3388242	0.350558581118	100	5	12	2	46	4.125	13.0506329114	8.22222222222	2	-2260	0
695640	10910000	255	6.04789482276	2728	451.066045285	646477.0	236.978372434	-1001.0	100295.5	0.616935483871	0	2	69.402720292	-76.0	542.368894427	1133002.3077	257.885316329	19938.4175621	0.350363545371	100	3	14	3	54	3.59649122807	12.9487179487	6.15384615385	3	-2280	0
698368	10910000	256	5.57115902056	2728	489.664716073	443017.5	162.396444282	-1000.0	100230.5	0.74926686217	0	2	69.2446773315	-150.0	527.982504566	1198840.78268	255.984539323	19922.8140665	0.350168509624	100	1	18	2	65	3.10606060606	10.5828571429	3.0	1	-2626	0
701096	10910000	257	5.64325649979	2728	483.40882611	407210.0	149.270527859	-1002.0	492.5	0.748900293255	0	2	68.7850726131	-96.0	478.854076639	994498.687168	240.147943189	19701.11642	0.349973473877	0	0	15	3	72	3.23611111111	10.108401084	2.0	0	-2470	0
703824	10910000	258	6.15820076149	2728	442.986532212	599442.5	219.736986804	-1000.0	1041.5	0.606671554252	0	2	67.8145080392	-102.0	501.216587217	1101619.03722	253.341857474	19761.9895929	0.34977843813	0	1	12	2	62	3.3064516129	12.4424242424	2.0	0	-2108	0
706552	10910000	259	5.71622226412	2728	477.238265755	608913.0	223.208577713	-1001.0	100011.5	0.613636363636	0	2	68.5229548745	-90.0	504.701756097	1192687.52195	256.105424853	19633.6117606	0.349583402383	100	1	14	1	59	3.51666666667	12.0718562874	4.66666666667	1	-2098	0
709280	10910000	260	5.54946936125	2728	491.578531643	645094.0	236.471407625	-1000.0	100562.5	0.653958944282	0	2	68.5852866512	-80.0	523.987032414	1184904.36073	257.369587929	19644.0725448	0.349388366636	100	1	21	0	54	3.84210526316	11.5510204082	4.0	3	-2504	0
712008	10910000	261	5.91428914767	2728	461.255770877	663545.0	243.234970674	-1002.0	100739.5	0.659824046921	0	2	69.1120976773	-124.0	550.091156437	1100167.73561	257.677853112	20265.5838698	0.349193330889	100	3	17	2	61	3.203125	11.0873239437	5.4	3	-2518	0
714736	10910000	262	6.11932038244	2728	445.801139588	591937.0	216.985703812	-1002.0	100357.5	0.632697947214	0	2	69.4690256559	-82.0	534.144412035	1134285.52283	240.684139274	20240.3916402	0.348998295142	100	1	20	0	57	3.28813559322	12.4137931034	11.6	2	-2478	0
717464	10910000	263	5.61616949841	2728	485.740325461	867952.5	318.164406158	-1002.0	100331.5	0.634164222874	0	2	70.7230893777	-110.0	542.013024139	1097056.7667	258.555053107	20365.2232534	0.348803259395	100	3	12	4	42	4.76086956522	12.0140350877	14.4186046512	4	-2070	0
720192	10910000	264	5.57934975295	2728	488.945866597	672401.5	246.48148827	-1001.0	100139.5	0.596407624633	0	2	70.0535859939	-96.0	522.910927763	1121035.5508	246.472372698	20390.8468959	0.348608223648	100	2	10	4	55	3.50877192982	12.9776357827	4.82352941176	2	-1976	0
722920	10910000	265	6.091628021	2728	447.82773843	705646.5	258.668071848	-1003.0	100608.5	0.631231671554	0	2	67.9591138467	-96.0	507.683192083	1411573.41313	279.343755862	20892.7281505	0.348413187901	100	0	17	2	54	3.375	12.4984423676	7.5	2	-2278	0
725648	10910000	266	5.72833247699	2728	476.229340904	872752.0	319.923753666	-1000.0	100368.5	0.58504398827	0	2	69.8094929475	-74.0	522.507704422	1154364.62478	258.440638489	20886.7071544	0.348218152154	162	0	18	2	46	3.94	12.7721518987	13.8571428571	4	-2170	0
728376	10910000	267	5.60371022468	2728	486.820319149	500495.0	183.465909091	-1003.0	100083.5	0.663856304985	0	2	68.4440444308	-108.0	509.539984	1107905.09862	249.051468869	20978.3072334	0.348023116407	100	0	19	0	56	3.77192982456	12.2625	4.93333333333	1	-2394	0
731104	10910000	268	5.89354156113	2728	462.879572784	760022.5	278.600623167	-1000.0	100331.5	0.685850439883	0	2	68.9221366186	-142.0	516.369713543	1567485.9525	286.45220125	20975.7817913	0.34782808066	100	0	19	2	49	4.20754716981	11.4867256637	2.93333333333	4	-2324	0
733832	10910000	269	5.90490004331	2728	461.989192026	804217.5	294.801136364	-1000.0	100198.5	0.586876832845	0	2	68.3369949578	-82.0	520.719395398	1641991.03934	274.289232002	21208.5650173	0.347633044913	100	0	13	1	51	4.03773584906	13.1961414791	7.42857142857	2	-1788	0
736560	10910000	270	5.58646920886	2728	488.322748772	727032.5	266.507514663	-1002.0	100232.5	0.690615835777	0	2	69.3091983801	-90.0	513.531039236	1501406.33927	278.473913422	21463.5059882	0.347438009166	100	1	13	5	53	3.73214285714	11.7791411043	4.33333333333	3	-2202	0
739288	10910000	271	5.93219003607	2728	459.863892325	850389.5	311.726356305	-1002.0	100433.5	0.636730205279	0	2	69.4603262318	-98.0	524.372118693	1297847.28709	277.560218822	21338.5844211	0.347242973419	172	1	13	3	51	4.05454545455	11.5891238671	9.54545454545	4	-1932	0
742016	10910000	272	6.0816531329	2728	448.56224786	727676.0	266.74340176	-1002.0	100225.5	1.02859237537	0	2	68.6526066364	-154.0	501.73195161	1356428.04468	261.345480016	21184.8019382	0.347047937672	100	1	13	2	68	3.27142857143	7.97820163488	4.90909090909	2	-2082	98
744744	10910000	273	5.51069529668	2728	495.037350666	574975.0	210.767961877	-1001.0	100222.5	0.905425219941	0	2	68.5055704158	-74.0	496.602787728	1332062.98006	271.47595009	21243.647418	0.346852901925	100	0	21	0	63	3.46153846154	8.87262872629	12.0	2	-2560	0
747472	10910000	274	5.59292337105	2728	487.759230552	700437.5	256.75861437	-1002.0	100160.5	0.892595307918	0	2	69.6039373835	-76.0	521.190160372	1016955.58047	250.738003213	21302.6403787	0.346657866178	100	0	17	1	77	2.8125	8.49608355091	7.33333333333	3	-2200	0
750200	10910000	275	6.1111651886	2728	446.396049822	644398.5	236.216458944	-1005.0	100299.5	0.928519061584	0	2	69.4453327087	-92.0	503.47134038	1155583.67259	260.135700494	21246.7826418	0.346462830431	100	1	19	2	66	3.1884057971	8.54957507082	11.04	3	-2572	0
752928	10910000	276	5.77246834509	2728	472.588126416	411862.5	150.975989736	-1000.0	589.5	1.10483870968	0	2	68.6715579966	-82.0	480.595666287	1204812.16816	266.779187837	21781.8720359	0.346267794684	0	0	18	2	89	2.68539325843	6.30769230769	NA	0	-2782	0
755656	10910000	277	5.57871367313	2728	489.001615756	633997.5	232.40377566	-1005.0	100165.5	0.977639296188	0	2	68.4461382144	-104.0	483.700751002	1434322.31408	284.882312674	21525.357797	0.346072758937	100	0	20	1	71	3.23611111111	8.0987012987	6.0	1	-2702	76
758384	10910000	278	5.85586587871	2728	465.857664178	704587.5	258.279875367	-1000.0	100204.5	0.990835777126	0	2	68.5303557214	-90.0	531.995479031	1826435.17967	307.608624131	21737.4945931	0.34587772319	100	1	16	1	75	3.12987012987	8.02631578947	2.55555555556	2	-2306	0
761112	10910000	279	5.92574460793	2728	460.36408595	461558.5	169.192998534	-1007.0	100392.5	0.92082111437	0	2	68.3953416126	-96.0	489.844565875	1310078.1119	268.618834868	21814.031313	0.345682687443	100	0	16	4	71	3.41666666667	8.9218328841	3.71428571429	1	-2588	0
763840	10910000	280	6.22860503961	2728	437.979287923	695022.0	254.773460411	-1005.0	100306.5	0.810117302053	0	2	68.6692079985	-82.0	498.652549345	1396205.2151	280.959818552	21975.1354558	0.345487651696	100	0	19	1	59	3.8064516129	9.73983739837	3.75	3	-2370	0
766568	10910000	281	5.61538975851	2728	485.807774227	310449.0	113.800953079	-1003.0	535.5	0.883064516129	0	2	68.2491085925	-86.0	475.015295127	1827351.69431	308.58450738	22150.5616208	0.345292615949	0	1	24	0	68	3.17647058824	9.48633879781	4.0	0	-3126	0
769296	10910000	282	6.20352024402	2728	439.750317995	796565.5	291.996151026	-1000.0	100279.5	0.729472140762	0	2	67.5294588255	-100.0	535.682229802	1097066.31748	247.795998302	21958.0342599	0.345097580202	100	1	14	1	72	3.06849315068	10.192513369	4.0	1	-2182	0
772024	10910000	283	5.69476059365	2728	479.036819044	818547.0	300.05388563	-1000.0	100445.5	0.874633431085	0	2	67.4965811629	-78.0	463.219259819	1501992.63219	291.554681459	22918.463008	0.344902544455	100	0	22	0	60	3.375	9.3591160221	7.875	4	-2444	96
774752	10910000	284	5.53650712668	2728	492.72942987	695576.5	254.976722874	-1000.0	100284.5	0.831011730205	0	2	69.0628747529	-86.0	512.487324547	1637812.59405	303.408398972	22997.5579923	0.344707508708	100	1	21	1	66	3.11428571429	9.82905982906	5.22222222222	4	-2546	0
777480	10910000	285	5.90645861957	2728	461.867283885	613290.0	224.813049853	-1003.0	100098.5	0.840909090909	0	2	68.1047160434	-88.0	494.640042998	1534948.98503	296.808257687	23204.7376025	0.344512472961	100	0	18	1	63	3.33846153846	9.6338028169	14.2222222222	2	-2342	0
780208	10910000	286	5.93957482642	2728	459.292134492	704843.0	258.373533724	-1001.0	100824.5	0.928152492669	0	2	68.0019964413	-74.0	484.519837461	1819526.34908	329.450252432	23386.9587982	0.344317437214	100	0	18	0	67	3.49275362319	8.4496124031	6.57142857143	2	-2320	0
782936	10910000	287	5.55321084781	2728	491.247329655	545807.0	200.075879765	-1000.0	100128.5	0.803885630499	0	2	67.9958315596	-80.0	486.821859245	1296190.5334	271.96017107	23325.1313605	0.344122401467	100	0	23	1	58	3.65	10.3033707865	4.28571428571	2	-2808	0
785664	10910000	288	5.52970149425	2728	493.335852367	631689.0	231.55755132	-1000.0	100178.5	0.688782991202	0	2	68.7349104755	-116.0	484.014847403	2029964.71587	288.311340131	23116.4355612	0.34392736572	100	0	22	1	50	3.67924528302	12.1246105919	5.23076923077	3	-2568	0
788392	10910000	289	6.14501626039	2728	443.936986397	715276.0	262.197947214	-1001.0	100277.5	0.87646627566	0	2	67.4866806845	-92.0	473.683940231	1452465.99956	289.764116237	23289.4850995	0.343732329973	100	0	17	0	68	3.34285714286	9.21832884097	3.55555555556	2	-2190	0
791120	10910000	290	5.69868158001	2728	478.707217047	961501.0	352.456378299	-1002.0	100796.5	0.822214076246	0	2	68.4036661818	-88.0	493.565051904	1264701.42781	261.824229556	22920.4525093	0.343537294225	100	0	11	1	64	3.55223880597	9.75555555556	3.57142857143	3	-1594	0
793848	10910000	291	5.57225107805	2728	489.568750903	690470.5	253.105021994	-1000.0	100236.5	0.888929618768	0	2	67.8737580228	-86.0	464.234613024	1604976.40648	282.938073256	22930.9503328	0.343342258478	100	0	19	0	58	3.85245901639	9.41597796143	3.84615384615	3	-2274	0
796576	10910000	292	6.05340932158	2728	450.655135821	674011.5	247.071664223	-1001.0	100072.5	0.928885630499	0	2	68.276808005	-82.0	491.192837942	1580210.58505	300.808012283	22854.4858069	0.343147222731	100	1	19	0	73	3.10526315789	8.125	7.66666666667	3	-2418	0
799304	10910000	293	5.93931190138	2728	459.312466713	846918.5	310.453995601	-1001.0	100074.5	0.896627565982	0	2	68.6006474503	-64.0	489.431627574	1355747.33315	274.10187403	23088.2157917	0.342952186984	100	0	16	0	68	3.3	8.8670212766	3.6	2	-2106	0
802032	10910000	294	5.60654638172	2728	486.574053662	440376.5	161.428335777	-1001.0	753.5	0.754398826979	0	2	68.9197684712	-114.0	498.508081722	1174572.88706	273.477101704	23279.1109616	0.342757151237	0	1	16	2	70	3.27142857143	10.1917808219	2.0	0	-2566	0
804760	10910000	295	5.68439508267	2728	479.910344078	804491.5	294.901576246	-1003.0	100422.5	0.956011730205	0	2	68.5572269602	-98.0	538.226352371	1849364.34128	312.060844108	23293.9772613	0.34256211549	100	2	11	3	76	3.08860759494	7.69417475728	5.0	3	-2058	0
807488	10910000	296	6.0874802505	2728	448.132870702	675177.5	247.499083578	-1004.0	100354.5	0.890395894428	0	2	69.2717603508	-76.0	504.90952429	1611313.65934	292.785089588	23477.293006	0.342367079743	100	1	18	1	70	3.04109589041	8.8679245283	4.3	3	-2380	0
810216	10910000	297	5.6612877966	2728	481.869160871	620701.0	227.529692082	-1002.0	100601.5	1.07441348974	0	2	69.6928622918	-88.0	534.618799173	1060584.99967	259.847346007	23050.6892813	0.342172043996	100	2	21	0	78	3.075	6.8115942029	4.0	2	-2832	0
812944	10910000	298	5.63701014776	2728	483.944489808	756847.0	277.436583578	-1000.0	100209.5	0.770161290323	0	2	68.3032299349	-74.0	480.003613771	1199439.55806	260.739473539	23131.4095491	0.341977008249	100	0	15	0	62	3.53846153846	10.1117318436	8.33333333333	3	-1876	60
815672	10910000	299	6.00915117678	2728	453.974266872	804095.5	294.756414956	-1003.0	100233.5	0.984970674487	0	2	68.7320046808	-78.0	499.845466101	1541425.31055	295.94491321	23096.1396628	0.341781972502	100	0	14	2	78	3.0625	7.615	10.8	2	-2150	58
818400	10910000	300	5.76880395912	2728	472.88831781	931093.0	341.309750733	-1004.0	100294.5	0.913856304985	0	2	69.6045949617	-78.0	508.780437348	1233968.30961	279.485847294	23186.800555	0.341586936755	100	2	15	1	63	3.70149253731	8.68817204301	5.14285714286	4	-2088	0
821128	10910000	301	5.60774505487	2728	486.470046927	993853.0	364.315615836	-1000.0	100083.5	0.858504398827	0	2	69.632271419	-100.0	508.954887123	1411792.07638	274.609092847	23262.178479	0.341391901008	100	1	10	3	77	3.20253164557	8.59240506329	2.22222222222	2	-1952	0
823856	10910000	302	5.81811339689	2728	468.880513993	980487.5	359.416239003	-1001.0	100297.5	0.673753665689	0	2	68.5093613523	-100.0	506.343854007	1501108.26799	294.956616645	23529.7000407	0.341196865261	100	0	17	1	59	3.78125	10.6115702479	6.82352941176	5	-1980	88
826584	10910000	303	6.14073597327	2728	444.246424513	1039544.0	381.064516129	-1003.0	100598.5	0.864002932551	0	2	68.3793791014	-138.0	538.730475759	1422111.80075	278.509749427	23570.6866036	0.341001829514	100	2	11	2	63	3.59701492537	9.25139664804	4.48	4	-1802	0
829312	10910000	304	5.61047489744	2728	486.233349203	935579.5	342.95436217	-1002.0	100223.5	0.652492668622	0	2	69.6124189894	-86.0	540.822578804	1526253.97977	297.866327135	23647.913378	0.340806793767	100	1	10	3	57	3.95081967213	10.991643454	3.45454545455	4	-1676	0
832040	10910000	305	5.63919817802	2728	483.756717513	539364.0	197.714076246	-1000.0	100294.5	0.820747800587	0	2	68.8694405933	-88.0	499.803233562	1516172.2872	287.536246862	23449.9443216	0.34061175802	100	0	14	2	67	3.27941176471	9.88202247191	4.0	1	-2144	0
834768	10910000	306	6.10368522723	2728	446.943100511	780906.5	286.256048387	-1000.0	100297.5	0.66715542522	0	2	68.6887622145	-92.0	490.985482478	1248373.61667	269.193680402	23559.1878236	0.340416722273	100	1	16	1	53	3.60714285714	13.0297029703	2.25	3	-2062	0
837496	10910000	307	5.68120233542	2728	480.180046218	713957.5	261.7146261	-1000.0	100456.5	0.668255131965	0	2	69.0645653755	-94.0	502.321162786	1472463.02965	291.705584596	23559.6968761	0.340221686526	100	1	19	0	46	4.40816326531	11.3264604811	14.6666666667	3	-2286	0
840224	10910000	308	5.58474438446	2728	488.473565163	1151054.5	421.94079912	-1001.0	100535.5	0.615835777126	0	2	69.0900442268	-110.0	505.222229405	2161363.31051	302.112872854	23577.2352341	0.340026650779	100	0	11	1	40	5.06666666667	13.1721854305	5.45454545455	5	-1298	42
842952	10910000	309	5.96441265919	2728	457.379486611	848381.5	310.990285924	-1002.0	100429.5	0.732404692082	0	2	69.7067261095	-68.0	518.79772808	1924457.26693	309.577145988	23378.4729655	0.339831615032	100	2	14	2	62	3.27272727273	10.0391061453	11.5294117647	4	-2080	0
845680	10910000	310	5.94788241438	2728	458.650627222	818823.0	300.155058651	-1002.0	100589.5	0.70637829912	0	2	68.4216620673	-72.0	492.161916632	1388397.39734	281.142010362	23360.0123975	0.339636579285	100	1	12	2	48	4.50980392157	11.1696969697	8.55555555556	3	-1830	0
848408	10910000	311	5.59846889082	2728	487.276084444	739998.5	271.260447214	-1000.0	100362.5	0.91568914956	0	2	68.6527260032	-96.0	497.060416775	1334887.95221	276.824370544	23490.612362	0.339441543538	100	2	14	1	74	3.27631578947	8.19847328244	3.11111111111	2	-2218	0
851136	10910000	312	5.6141603656	2728	485.914156766	954314.5	349.822030792	-1000.0	100039.5	0.689882697947	0	2	68.1978620577	-80.0	491.187131346	1309653.15796	263.555003538	23272.2107084	0.339246507791	100	0	14	1	58	3.95	10.9799426934	4.0	2	-1956	90
853864	10910000	313	6.05893406033	2728	450.244213394	854181.0	313.116202346	-1000.0	100291.5	0.66348973607	0	2	69.602161696	-90.0	521.146846907	1344948.45973	271.996402438	22942.7565839	0.339051472044	100	1	19	2	46	4.01960784314	12.1872909699	13.1538461538	5	-2266	0
856592	10910000	314	6.04737710438	2728	451.10466123	1074570.0	393.903958944	-1000.0	100712.5	0.735703812317	0	2	69.2017810488	-80.0	491.93242678	1509129.16607	286.223701578	23017.9160271	0.338856436297	160	0	16	1	50	4.12727272727	10.6923076923	9.2	5	-1834	0
859320	10910000	315	5.58875210897	2728	488.123278114	873174.0	320.078445748	-1000.0	100444.5	0.632697947214	0	2	69.4378935674	-85.0	489.982109892	1370415.91505	273.943135751	22822.2977227	0.33866140055	142	2	12	0	59	3.53225806452	11.5718475073	8.92307692308	3	-1738	0
862048	10910000	316	6.13769411427	2728	444.466594328	1118491.0	410.004032258	-1000.0	100630.5	0.685117302053	0	2	69.0615730788	-66.0	492.268935199	1390211.8466	283.613666713	23441.1128001	0.338466364803	100	0	13	2	52	4.05263157895	11.2544378698	5.2380952381	5	-1658	96
864776	10910000	317	5.77509127083	2728	472.373486767	1008065.0	369.525293255	-1000.0	100544.5	0.669721407625	0	2	69.2192331584	-84.0	500.412515673	1570915.67658	301.846813414	23509.3866214	0.338271329056	100	1	12	2	54	3.84482758621	11.5630769231	8.84210526316	4	-1722	60
867504	10910000	318	5.64155697402	2728	483.554453596	865485.5	317.260080645	-1009.0	100590.5	0.695381231672	0	2	69.3190981193	-88.0	502.151070033	1654788.23388	289.136159455	23495.9528701	0.338076293309	100	1	16	0	66	3.49275362319	10.0855614973	5.5	3	-2102	0
870232	10910000	319	5.90763741523	2728	461.775124006	1215088.0	445.413489736	-1000.0	100671.5	0.610337243402	0	2	68.7992834726	-112.0	498.471779852	1383375.23407	277.329584004	23353.4996478	0.337881257562	100	2	14	0	51	4.0	12.3742331288	3.18181818182	6	-1642	0
872960	10910000	320	5.98618905666	2728	455.715643823	830866.5	304.569831378	-1000.0	100555.5	0.608870967742	0	2	68.0606268417	-98.0	495.975159254	1524709.5335	273.25633044	22405.4341006	0.337686221815	100	0	13	2	51	3.96296296296	12.6749226006	3.0	3	-1800	0
875688	10910000	321	5.84144054009	2728	467.008091802	895930.5	328.420271261	-1000.0	100366.5	0.604472140762	0	2	69.6352427626	-103.0	514.829271934	1593611.14853	282.083417227	22726.9641765	0.337491186068	164	1	14	2	44	4.52083333333	12.5945945946	12.0588235294	4	-1890	0
878416	10910000	322	5.7360066957	2728	475.592192395	949252.0	347.96627566	-1000.0	100564.5	0.695747800587	0	2	68.8858643066	-106.0	482.739882887	1464014.1524	267.217252804	22639.2738642	0.337296150321	100	1	12	2	55	3.77966101695	10.6590909091	6.57142857143	4	-1764	0
881144	10910000	323	6.14138861766	2728	444.199214515	1014326.5	371.820564516	-1000.0	100608.5	0.54435483871	0	2	69.4313379146	-82.0	509.886600263	1045002.51565	248.992929386	22840.0691698	0.337101114574	150	0	16	0	46	4.58	12.8963414634	4.0	4	-1822	0
883872	10910000	324	5.67902725566	2728	480.363956218	1189144.5	435.903409091	-1001.0	100639.5	0.533357771261	0	2	70.0323383349	-98.0	515.375710926	1271908.95971	267.070240289	23207.0545615	0.336906078827	164	0	12	2	45	4.35294117647	13.3268608414	7.07142857143	6	-1414	0
886600	10910000	325	5.61153834339	2728	486.141202834	1038276.0	380.599706745	-1007.0	100247.5	0.543988269795	0	2	69.595965322	-84.0	488.006854169	1807690.75547	304.174758866	23376.6426726	0.33671104308	100	1	18	0	44	4.08163265306	12.6928104575	16.72	5	-1978	0
889328	10910000	326	6.06331463845	2728	449.918924329	1267153.5	464.499083578	-1000.0	100484.5	0.561950146628	0	2	69.2509561917	-104.0	506.03417076	1447059.94498	278.543106415	23238.7741506	0.336516007333	158	1	10	2	43	4.55102040816	12.5192307692	13.36	6	-1308	38
892056	10910000	327	5.83460388671	2728	467.555305033	1074615.0	393.920454545	-1000.0	100378.5	0.684017595308	0	2	68.4625662276	-112.0	524.904162211	1632332.01967	287.28138592	23263.7193256	0.336320971586	100	0	12	2	55	3.86206896552	11.3569321534	3.14285714286	3	-1738	0
894784	10910000	328	5.60844679066	2728	486.409179194	1066283.0	390.866202346	-1000.0	100287.5	0.648826979472	0	2	67.441746664	-96.0	484.059484305	1816527.21976	269.384547908	22944.6121615	0.336125935839	100	0	10	1	52	4.30188679245	12.1641337386	2.57142857143	1	-1622	0
897512	10910000	329	5.79684477906	2728	470.60083614	543355.5	199.17723607	-1000.0	657.5	0.578079178886	0	2	67.9447299973	-124.0	534.910940986	1469019.81493	278.643527806	23293.7297041	0.335930900092	0	0	13	1	60	3.63333333333	12.1436781609	2.66666666667	0	-2030	0
900240	10910000	330	6.05673307958	2728	450.407829461	652571.5	239.212426686	-1005.0	100134.5	0.66348973607	0	2	68.9458482857	-110.0	497.06245056	1344608.3208	268.873083948	22892.1509806	0.335735864345	100	0	14	5	57	3.65517241379	12.2153846154	4.0	1	-2390	0
902968	10910000	331	5.60858322255	2728	486.397347022	1149649.5	421.425769795	-1000.0	100533.5	0.432551319648	0	2	69.0411122061	-114.0	495.622131149	1355356.2638	277.447359661	23212.3227668	0.335540828598	100	1	14	0	37	5.04651162791	14.5	15.4426229508	6	-1462	94
905696	10910000	332	5.65602176646	2728	482.317804393	851023.0	311.958577713	-1000.0	100255.5	0.619868035191	0	2	68.695265746	-100.0	471.61221024	1599673.43256	291.419664881	23384.6958767	0.335345792851	100	0	25	1	37	4.69047619048	12.389261745	16.5925925926	5	-2630	0
908424	10910000	333	6.16722966156	2728	442.337994481	1551597.0	568.767228739	-1002.0	100970.5	0.589442815249	0	2	70.289372567	-120.0	511.039168512	1359021.57834	283.291603178	23237.004058	0.335150757104	228	0	8	1	50	4.05263157895	12.5466237942	7.52941176471	7	-856	114
911152	10910000	334	5.73834440951	2728	475.398443404	961825.5	352.575329912	-1000.0	100404.5	0.684750733138	0	2	68.5038666011	-92.0	517.726734466	1537880.30822	291.583679602	23279.6526244	0.334955721357	100	1	15	1	53	3.71929824561	11.7777777778	5.55555555556	4	-1922	82
913880	10910000	335	6.37873975481	2728	427.670684941	1210025.0	443.55755132	-1002.0	100443.5	0.508797653959	0	2	68.6377287418	-92.0	516.841731601	1530019.48935	284.566044469	23156.0235979	0.33476068561	100	1	10	1	45	4.4693877551	14.1724137931	14.0952380952	4	-1378	0
916608	10910000	336	6.020236494	2728	453.138344768	1223615.5	448.539406158	-1000.0	100629.5	0.477272727273	0	2	69.055634614	-78.0	461.508962126	1402458.31042	282.595326701	23212.1499152	0.334565649863	154	0	18	0	32	5.5641025641	14.0830449827	14.9032258065	7	-1658	0
919336	10910000	337	5.77018574615	2728	472.775075191	681016.0	249.639296188	-1003.0	100082.5	0.719574780059	0	2	67.2592636752	-84.0	470.659220442	1805364.27154	320.826006791	23333.2359873	0.334370614115	100	0	13	2	62	3.42857142857	11.2823529412	10.0	1	-2018	0
922064	10910000	338	5.5580603541	2728	490.818707643	903821.5	331.312866569	-1000.0	100423.5	0.438782991202	0	2	68.730813908	-84.0	488.004645119	1670138.15453	305.046408097	23484.096462	0.334175578368	100	1	19	0	37	4.65853658537	16.0442804428	13.5	4	-2122	0
924792	10910000	339	5.74921077312	2728	474.499910971	900258.0	330.00659824	-1001.0	100226.5	0.400659824047	0	2	68.1356236798	-90.0	502.425424216	1721096.57947	299.6636437	23668.5030185	0.333980542621	100	0	20	0	27	5.6875	18.1361702128	13.1891891892	5	-1972	80
