step	nb_steps	episode	duration	episode_steps	sps	episode_reward	reward_mean	reward_min	reward_max	action_mean	action_min	action_max	obs_mean	obs_min	obs_max	loss	mean_absolute_error	mean_q	mean_eps	maxscore	outer_deaths	inner_deaths	shell_deaths	resets	reset_vlners	isi_pre	isi_post	fortress_kills	raw_pnts	total
65472	1750000	24	5.5329803773	2728	493.043498074	630974.5	231.29563783	-1004.0	100739.5	0.45711143695	0	2	67.3052829082	-80.0	464.108631974	938293.129628	205.166549062	16090.0754459	0.3775629	100	0	29	0	48	3.96078431373	15.7288135593	5.33333333333	3	-3140	0
68200	1750000	25	5.53814400823	2728	492.583796295	355302.0	130.242668622	-1001.0	100058.5	0.464809384164	0	2	67.4717555784	-84.0	468.583707153	1038719.33699	205.178945351	16034.1159331	0.3766081	100	0	28	0	49	3.72	15.8378378378	4.33333333333	1	-3216	0
70928	1750000	26	5.76086982711	2728	473.539601114	691694.0	253.553519062	-1000.0	100573.5	0.491202346041	0	2	67.486757629	-74.0	471.710200574	991702.190938	211.718144308	15991.2755854	0.3756533	100	0	33	0	41	4.04444444444	16.0909090909	7.07692307692	4	-3398	0
73656	1750000	27	5.30820024949	2728	513.921832595	466214.5	170.899743402	-1008.0	100012.5	0.514296187683	0	2	67.6006875354	-134.0	454.68652816	1254095.66182	228.86404344	16308.2559968	0.3746985	100	0	30	1	49	3.52	15.4323432343	4.5	1	-3516	0
76384	1750000	28	5.27134105022	2728	517.515367344	365496.5	133.979655425	-1002.0	100019.5	0.479838709677	0	2	67.0659908278	-90.0	457.245392871	1134256.52621	225.94926984	16223.0491288	0.3737437	100	0	32	0	50	3.62745098039	14.9774919614	3.0	1	-3608	0
79112	1750000	29	6.00322437053	2728	454.422462267	395758.5	145.07276393	-1000.0	100020.5	0.512829912023	0	2	67.1163405076	-100.0	460.958929089	1173737.73259	218.938011561	16235.5365953	0.3727889	100	0	31	0	49	4.0	14.3426791277	3.5	1	-3546	0
81840	1750000	30	5.57111685618	2728	489.668422046	289538.5	106.135813783	-1011.0	542.5	0.457478005865	0	2	66.9046893464	-86.0	462.405480977	1009808.03256	206.457796007	16258.5658091	0.3718341	0	0	27	1	57	3.61403508772	14.68125	2.0	0	-3360	0
84568	1750000	31	5.38517012425	2728	506.576382372	612575.5	224.551136364	-1002.0	100053.5	0.503299120235	0	2	67.3385908506	-86.0	466.579669799	1047210.5357	223.924125996	16210.1179435	0.3708793	100	0	25	0	43	4.33333333333	14.4528301887	3.25	2	-2816	0
87296	1750000	32	5.51594837634	2728	494.565904877	654086.0	239.767595308	-1000.0	100345.5	0.539589442815	0	2	67.524856231	-80.0	468.89985523	808721.435855	189.668376425	16258.8153552	0.3699245	100	0	31	0	40	4.45454545455	14.1592356688	2.42857142857	4	-3232	0
90024	1750000	33	5.75410123909	2728	474.096628934	676695.5	248.055535191	-1000.0	100225.5	0.54582111437	0	2	67.0218095965	-88.0	454.372053213	990480.066489	211.707664753	16217.4197286	0.3689697	100	0	21	0	57	3.64406779661	12.9387755102	2.33333333333	2	-2532	0
92752	1750000	34	5.45054961272	2728	500.499985109	538679.0	197.46297654	-1001.0	846.5	0.524193548387	0	2	67.6672406966	-84.0	496.03130711	1205198.65092	212.118138545	15851.8765107	0.3680149	0	0	21	1	67	3.26865671642	12.4189944134	NA	0	-2824	0
95480	1750000	35	5.37204525563	2728	507.814039195	256810.5	94.1387463343	-1011.0	648.5	0.511363636364	0	2	67.6828156922	-108.0	504.745505453	786883.293373	174.314712782	15729.4080843	0.3670601	0	0	29	0	64	3.203125	13.5329341317	2.0	0	-3496	0
98208	1750000	36	5.79650023582	2728	470.628808594	591414.5	216.794171554	-1002.0	100053.5	0.490102639296	0	2	67.1912626848	-78.0	463.882881892	859362.682778	192.883756017	15794.9417943	0.3661053	100	0	28	0	38	4.875	15.3178807947	2.57142857143	2	-3116	0
100936	1750000	37	5.52528477522	2728	493.730207759	227234.0	83.2969208211	-1002.0	595.5	0.582478005865	0	2	67.5537870056	-80.0	513.919598056	1045087.74011	203.810250375	15957.6756051	0.3651505	0	0	38	0	50	3.72	14.3450479233	NA	0	-4312	0
103664	1750000	38	5.44095902285	2728	501.382199084	498071.0	182.577346041	-1000.0	100300.5	0.537023460411	0	2	67.2504765894	-90.0	474.483513868	1009563.12096	213.315617089	16526.2610257	0.3641957	100	0	27	0	56	3.60344827586	13.496969697	2.66666666667	2	-3080	0
106392	1750000	39	5.63463749775	2728	484.148270601	385122.5	141.17393695	-1007.0	100451.5	0.578812316716	0	2	67.3831355518	-96.0	469.327910738	1106265.19894	214.735529556	16513.5107264	0.3632409	100	0	28	1	53	3.66666666667	12.7580174927	2.6	1	-3388	0
109120	1750000	40	5.58000601144	2728	488.888362201	485391.0	177.929252199	-1001.0	997.5	0.536656891496	0	2	67.1442104934	-136.0	466.19276137	1168322.57589	213.909300382	16531.4990191	0.3622861	0	0	24	0	66	3.24242424242	12.908045977	2.0	0	-3018	0
111848	1750000	41	5.41231193933	2728	504.035988794	199074.5	72.9745234604	-1009.0	456.5	0.562683284457	0	2	67.5281404278	-126.0	479.472295732	1180482.46813	220.486879807	16546.10111	0.3613313	0	0	35	0	54	3.51851851852	14.2111801242	2.66666666667	0	-4026	0
114576	1750000	42	5.50908883373	2728	495.181704695	383471.0	140.568548387	-1001.0	100027.5	0.593475073314	0	2	67.1634428377	-88.0	453.449981065	1163060.08497	225.890038409	16523.5761275	0.3603765	100	0	35	1	44	4.11111111111	13.9509202454	5.33333333333	1	-4022	0
117304	1750000	43	5.96086723701	2728	457.65152813	952215.0	349.052419355	-1000.0	100054.5	0.685850439883	0	2	67.5366854141	-112.0	452.627053877	1028253.49292	212.012218358	16560.0788066	0.3594217	100	0	32	0	39	4.8	12.1547277937	2.88888888889	6	-3194	96
120032	1750000	44	5.27731514081	2728	516.929523292	341872.0	125.319648094	-1008.0	100026.5	0.699413489736	0	2	67.5240476156	-74.0	463.527842753	959127.469231	211.583165915	16571.4330181	0.3584669	100	0	36	0	69	3.1	10.237037037	4.0	1	-4174	0
122760	1750000	45	5.37089567387	2728	507.922731262	256550.5	94.0434384164	-1001.0	704.5	0.582478005865	0	2	67.2469205027	-92.0	451.839503627	1288647.17439	248.082159026	15992.0117946	0.3575121	0	0	40	0	50	3.68	13.8862275449	NA	0	-4526	0
125488	1750000	46	5.84725380368	2728	466.543798438	216556.5	79.3828812317	-1009.0	550.5	0.547287390029	0	2	67.3626018525	-98.0	451.847048469	1440257.13138	244.255887487	16032.0857084	0.3565573	0	0	41	0	53	3.47169811321	14.8987341772	3.0	0	-4630	0
128216	1750000	47	5.4045564036	2728	504.759280185	263806.0	96.7030791789	-1001.0	660.5	0.532624633431	0	2	67.2956792152	-104.0	465.874954615	1180632.16374	234.959114075	16000.7839792	0.3556025	0	0	40	0	43	4.20930232558	16.0337837838	2.0	0	-4476	0
130944	1750000	48	5.26228052686	2728	518.406418296	170343.0	62.4424486804	-1002.0	587.5	0.569281524927	0	2	67.3207030605	-72.0	426.338117326	1265989.7958	232.439115508	16224.8226666	0.3546477	0	0	45	0	46	3.9347826087	14.4086687307	2.0	0	-4996	0
133672	1750000	49	5.50722607156	2728	495.349194776	236184.0	86.57771261	-1005.0	100021.5	0.696847507331	0	2	67.4824995035	-96.0	444.40744227	1145020.23013	232.49308156	17007.4250868	0.3536929	100	0	43	0	50	3.74509803922	12.091954023	9.16666666667	1	-4748	0
136400	1750000	50	5.84266631891	2728	466.910114509	320568.0	117.51026393	-1000.0	654.5	0.638563049853	0	2	67.1759314513	-84.0	453.199661343	1412025.9115	248.121829517	16838.4068228	0.3527381	0	0	30	0	65	3.46153846154	11.4603174603	NA	0	-3638	0
139128	1750000	51	5.39200647645	2728	505.934110412	186936.0	68.5249266862	-1003.0	482.5	0.690982404692	0	2	67.3375527521	-96.0	450.582378019	1183760.37578	237.811482002	16811.2468484	0.3517833	0	0	37	0	54	3.75925925926	11.8232044199	2.0	0	-4284	0
141856	1750000	52	5.31303379355	2728	513.454291089	222106.5	81.4173387097	-1004.0	100226.5	0.719208211144	0	2	67.9248996448	-84.0	494.505026656	1092753.469	224.789365103	17344.0069934	0.3508285	100	0	42	0	59	3.35	11.1481481481	3.0	1	-4684	0
144584	1750000	53	5.78421835367	2728	471.628115192	356485.0	130.676319648	-1004.0	100028.5	0.596407624633	0	2	67.3244356465	-84.0	464.358680589	1311931.8887	247.812421939	17711.0444551	0.3498737	100	0	41	0	47	3.89583333333	14.8791946309	12.5454545455	1	-4514	0
147312	1750000	54	5.44908168988	2728	500.634814315	475925.5	174.459494135	-1004.0	100026.5	0.489369501466	0	2	67.1815268977	-142.0	478.929210934	1152652.06519	240.97464486	17649.7392793	0.3489189	100	0	35	0	43	3.93181818182	16.2698961938	5.0	1	-3876	0
150040	1750000	55	5.35449975274	2728	509.478032678	348797.0	127.85813783	-1002.0	100058.5	0.538123167155	0	2	67.9338619494	-96.0	469.075599503	1383820.26357	255.269010672	17621.3329663	0.3479641	100	0	32	0	50	3.94117647059	14.5678233438	2.5	1	-3630	0
152768	1750000	56	5.64105401318	2728	483.597567694	651801.0	238.929985337	-1000.0	100106.5	0.572947214076	0	2	68.2713464581	-98.0	461.552864294	1490550.99326	263.037277915	17919.7192268	0.3470093	100	0	25	0	47	4.4	13.52	2.58823529412	3	-2810	0
155496	1750000	57	5.66186093103	2728	481.820382597	182456.5	66.8828812317	-1009.0	385.5	0.608137829912	0	2	67.9021048141	-116.0	502.164457203	1271884.0616	250.290227269	17819.6415572	0.3460545	0	0	35	1	52	3.65384615385	11.9779005525	2.0	0	-4164	0
158224	1750000	58	5.41328111777	2728	503.945747626	283540.5	103.937133431	-1000.0	532.5	0.561950146628	0	2	67.4076380187	-70.0	465.726075229	1119763.65815	238.244150469	17829.9803184	0.3450997	0	0	31	1	48	4.29166666667	13.4183976261	2.0	0	-3766	0
160952	1750000	59	5.48831263564	2728	497.056232235	575590.0	210.99340176	-1007.0	100203.5	0.465542521994	0	2	67.5995867973	-92.0	463.151080271	1671714.68463	272.25455957	17944.9648609	0.3441449	100	0	18	0	49	4.3	14.5705329154	3.6	1	-2292	0
163680	1750000	60	5.91372896374	2728	461.299463795	268038.5	98.2545821114	-1000.0	459.5	0.524560117302	0	2	68.4593733309	-138.0	534.43296278	1125005.0104	232.573499618	18064.6586413	0.3431901	0	3	26	0	53	4.0	12.8850574713	2.4	0	-3478	0
166408	1750000	61	5.68278681267	2728	480.046162196	552975.5	202.703629032	-1007.0	100228.5	0.561217008798	0	2	68.9973391022	-120.0	497.921760635	1005973.82581	218.367076885	18129.5952506	0.3422353	100	0	20	2	58	3.61666666667	11.6758241758	5.14285714286	2	-2638	0
169136	1750000	62	5.47037560634	2728	498.686049426	429846.5	157.568365103	-1002.0	100249.5	0.563782991202	0	2	68.77564667	-98.0	490.066819058	950719.623737	212.373159604	18049.5802127	0.3412805	100	2	22	1	55	3.85714285714	12.3965517241	3.75	1	-3014	0
171864	1750000	63	5.90999018775	2728	461.591290905	620262.0	227.368768328	-1002.0	100027.5	0.631231671554	0	2	67.3989092808	-110.0	512.939464563	1377030.71277	261.765767799	18474.0157381	0.3403257	100	0	22	0	63	3.515625	11.1313672922	6.0	1	-2762	0
174592	1750000	64	5.49069100796	2728	496.84092513	523237.0	191.802419355	-1000.0	100014.5	0.466642228739	0	2	69.2977779081	-108.0	510.41967961	1088199.32373	230.946036241	18509.2394425	0.3393709	100	2	11	6	55	3.82142857143	13.4029850746	17.0	1	-2412	0
177320	1750000	65	5.54462136084	2728	492.008348716	741663.5	271.870784457	-1000.0	100295.5	0.440615835777	0	2	67.4581262428	-94.0	478.961178893	1098342.17478	243.839859792	18669.6039753	0.3384161	100	0	13	2	55	4.07142857143	14.24375	4.22222222222	1	-2016	0
180048	1750000	66	5.70080756839	2728	478.528693922	872260.0	319.74340176	-1000.0	100241.5	0.532991202346	0	2	69.0688178831	-96.0	538.01557686	1352167.97399	252.588198105	18664.3590843	0.3374613	100	0	17	2	49	4.28301886792	12.1082621083	6.94736842105	4	-2164	0
182776	1750000	67	5.77281680359	2728	472.559600073	677793.0	248.457844575	-1000.0	100179.5	0.461143695015	0	2	67.9367668851	-114.0	483.429466694	1266158.26131	237.832228473	18817.3538163	0.3365065	100	0	10	3	65	3.59090909091	12.8818443804	3.33333333333	1	-1860	0
185504	1750000	68	5.40611016107	2728	504.614208501	477388.0	174.995601173	-1000.0	100207.5	0.497434017595	0	2	69.5583626974	-114.0	534.048691707	912804.613318	207.597306495	18685.5936011	0.3355517	100	4	14	2	63	3.5	12.2471910112	9.5	1	-2540	0
188232	1750000	69	5.57773545946	2728	489.08737602	1087545.5	398.6603739	-1002.0	100628.5	0.590175953079	0	2	68.8205721188	-132.0	484.347314111	1202953.66457	233.179987026	18856.7298416	0.3345969	170	0	12	3	60	3.58461538462	11.3704735376	5.28571428571	5	-1692	0
190960	1750000	70	6.06121455105	2728	450.074812073	934166.0	342.436217009	-1000.0	100258.5	0.563416422287	0	2	68.97927706	-84.0	497.101078072	979937.37913	224.605831941	18793.8247342	0.3336421	100	0	12	1	52	4.29090909091	11.8130311615	3.0	3	-1702	0
193688	1750000	71	5.44244923258	2728	501.244914453	452787.0	165.977639296	-1006.0	100091.5	0.535557184751	0	2	69.5077345053	-116.0	552.726147295	1427810.45652	258.751323812	18936.6179894	0.3326873	100	5	15	1	63	3.390625	12.6786786787	5.0	1	-2632	0
196416	1750000	72	5.37484015182	2728	507.54997785	644134.0	236.119501466	-1001.0	100163.5	0.442448680352	0	2	68.3727766558	-110.0	518.489178549	1072495.34861	224.658011562	18749.7292301	0.3317325	100	2	18	1	51	4.03773584906	13.7179487179	11.3913043478	2	-2504	0
199144	1750000	73	5.99008233499	2728	455.41944959	669501.0	245.418255132	-1002.0	100415.5	0.596774193548	0	2	69.8765245161	-138.0	527.185408498	937595.184533	219.334983703	18853.9917121	0.3307777	164	2	14	2	65	3.38235294118	10.378238342	11.0909090909	3	-2224	0
201872	1750000	74	5.67183280738	2728	480.973274891	774500.5	283.907807918	-1002.0	100253.5	0.53775659824	0	2	69.1274492603	-84.0	540.327894919	1147082.20787	228.244287138	18859.9172413	0.3298229	100	3	10	4	59	3.53225806452	11.6620498615	6.30769230769	3	-2066	0
204600	1750000	75	5.55503445734	2728	491.086062733	1201092.5	440.283174487	-1000.0	100352.5	0.613636363636	0	2	69.3830527711	-102.0	518.282365907	1241874.76346	243.117095612	18854.6602593	0.3288681	100	0	8	4	59	3.71875	10.9175824176	5.05263157895	5	-1410	0
207328	1750000	76	5.65951930195	2728	482.019736033	1065203.0	390.470307918	-1003.0	100383.5	0.620601173021	0	2	71.9902100083	-94.0	552.16467445	1412174.36198	255.61343499	19111.5987932	0.3279133	172	3	11	4	54	3.71186440678	11.1460674157	5.55555555556	5	-1966	0
210056	1750000	77	5.89743574299	2728	462.573925158	720616.0	264.15542522	-1000.0	100267.5	0.619868035191	0	2	70.0244188223	-88.0	518.450504868	1209164.4936	229.746450335	19118.4022936	0.3269585	100	2	7	6	69	3.32394366197	10.0151133501	8.22222222222	2	-2038	0
212784	1750000	78	5.50658517296	2728	495.406847314	721409.0	264.44611437	-1000.0	1220.5	0.568181818182	0	2	69.1847427135	-118.0	541.484745579	1152328.91171	240.562891728	19257.5817377	0.3260037	0	5	10	1	67	3.77611940299	10.8041237113	2.5	0	-2290	0
215512	1750000	79	5.46260591542	2728	499.395351273	1260876.5	462.198130499	-1007.0	100697.5	0.479472140762	0	2	69.4533042097	-116.0	492.979497068	1502362.008	268.791178281	19562.4290618	0.3250489	138	2	13	0	38	4.75	13.6516129032	15.7142857143	6	-1484	0
218240	1750000	80	6.2158436882	2728	438.878475206	1149221.0	421.268695015	-1000.0	100695.5	0.592741935484	0	2	68.811987254	-116.0	518.281021302	1269776.32806	251.152209788	19520.7675853	0.3240941	100	3	9	0	72	3.53333333333	9.77889447236	7.41666666667	3	-1704	0
220968	1750000	81	5.59126781671	2728	487.90365431	1121153.5	410.980021994	-1000.0	100487.5	0.522727272727	0	2	69.9339507154	-92.0	552.549060557	1308736.57913	244.414134252	19656.3988714	0.3231393	122	2	13	3	42	4.14285714286	12.5759493671	13.2592592593	7	-1692	0
223696	1750000	82	5.55280245565	2728	491.28345944	1257557.5	460.98148827	-1000.0	100913.5	0.542521994135	0	2	69.7326058258	-104.0	531.174156647	1385032.93705	259.823526254	19783.76105	0.3221845	106	2	10	2	54	3.84482758621	10.8753623188	15.0	4	-1688	78
226424	1750000	83	5.89779895902	2728	462.545437536	1186633.5	434.982954545	-1000.0	100702.5	0.569648093842	0	2	71.4356609868	-124.0	542.588263553	1284312.35143	257.45850501	19923.9624768	0.3212297	168	4	12	1	46	4.56862745098	11.1287671233	4.95238095238	5	-1902	0
229152	1750000	84	5.59310618377	2728	487.743287963	465991.0	170.817815249	-1003.0	100049.5	0.651759530792	0	2	70.3562955824	-106.0	512.087865238	1344792.3497	255.299667347	19915.045234	0.3202749	100	2	15	2	67	3.54411764706	9.41148325359	6.0	1	-2560	0
231880	1750000	85	5.58760644248	2728	488.223361485	822944.5	301.665872434	-1000.0	100094.5	0.6642228739	0	2	68.9289003187	-132.0	544.337415194	1413391.94104	255.557747603	19682.1342415	0.3193201	100	4	7	3	78	2.91358024691	8.86588235294	5.14285714286	3	-1922	0
234608	1750000	86	5.79717667298	2728	470.573893791	660568.5	242.143878299	-1000.0	100059.5	0.537023460411	0	2	69.0453102638	-132.0	545.580866093	1386417.56921	242.084657367	19712.1778203	0.3183653	100	4	12	2	55	3.9298245614	11.3567567568	8.44444444444	2	-2278	0
237336	1750000	87	5.89381020848	2728	462.858474146	778942.0	285.535923754	-1000.0	100115.5	0.691715542522	0	2	70.0316832537	-90.0	528.570570506	1209896.84488	243.189960435	19676.4004808	0.3174105	100	6	8	2	70	3.45070422535	9.2	2.4	1	-2268	0
240064	1750000	88	5.42435739976	2728	502.916714175	1101523.5	403.784274194	-1002.0	100560.5	0.460410557185	0	2	71.2737612256	-164.0	529.851313317	1526661.96758	279.529401393	19719.549398	0.3164557	100	6	13	1	32	5.41025641026	14.2877192982	10.5641025641	7	-1870	0
242792	1750000	89	5.50955444897	2728	495.139856637	1105126.0	405.10483871	-1002.0	100643.5	0.531524926686	0	2	70.8116058329	-94.0	542.333896293	1602620.43728	274.218541668	20256.1252993	0.3155009	100	6	12	1	41	4.82978723404	11.0061728395	11.53125	6	-1972	0
245520	1750000	90	5.99421745617	2728	455.105277702	815058.0	298.774926686	-1000.0	100311.5	0.629398826979	0	2	70.7049295457	-140.0	551.67668584	1348561.42875	263.392815352	20319.3854014	0.3145461	100	5	7	2	64	4.0	9.57487922705	2.46153846154	3	-1886	52
248248	1750000	91	5.62181199625	2728	485.25279782	772780.0	283.2771261	-1003.0	100089.5	0.62426686217	0	2	70.0067852093	-120.0	513.016302905	1503829.56343	286.167026732	20302.9759067	0.3135913	100	5	6	4	66	3.67647058824	10.3989501312	2.7	2	-2042	0
250976	1750000	92	5.49466500097	2728	496.481587052	594941.5	218.087060117	-1001.0	100195.5	0.581744868035	0	2	69.4885163433	-112.0	546.010276448	1954261.48095	303.402526386	20597.3060063	0.3126365	100	3	16	4	63	3.5	10.3939393939	4.93333333333	3	-2722	0
253704	1750000	93	5.96138254599	2728	457.611968189	1158523.0	424.678519062	-1002.0	100859.5	0.603372434018	0	2	70.075021247	-118.0	522.821113303	1326354.5634	249.503503212	20708.14155	0.3116817	100	3	8	2	66	3.62857142857	10.2290076336	3.27272727273	4	-1666	0
256432	1750000	94	5.80783914168	2728	469.709978781	577653.5	211.749816716	-1003.0	100227.5	0.651392961877	0	2	71.1426011113	-148.0	536.83676732	1725405.69658	260.090412587	20644.739464	0.3107269	100	9	14	1	78	3.07407407407	9.35238095238	3.0	3	-2848	0
259160	1750000	95	5.54883207673	2728	491.634989539	755834.5	277.065432551	-1003.0	100424.5	0.755498533724	0	2	68.9765857158	-144.0	518.666962417	1477026.55116	267.456870406	20725.7996758	0.3097721	100	1	15	2	93	2.81052631579	7.77021276596	3.6	2	-2452	0
261888	1750000	96	5.52971354121	2728	493.334777592	768372.5	281.661473607	-1002.0	100150.5	0.592375366569	0	2	69.092337535	-122.0	528.575766323	1288241.73477	265.445696621	20432.5181953	0.3088173	100	3	7	3	67	3.49275362319	10.3807106599	3.75	2	-1844	0
264616	1750000	97	6.11112061483	2728	446.39930578	718544.0	263.395894428	-1002.0	100320.5	0.619868035191	0	2	69.4368149563	-94.0	543.894032421	1158929.50053	244.86562645	20575.140436	0.3078625	100	1	14	2	73	3.34666666667	9.52631578947	10.6666666667	2	-2286	0
267344	1750000	98	5.52465712828	2728	493.786299612	1616811.0	592.672653959	-1002.0	100859.5	0.608870967742	0	2	69.6932495946	-138.0	529.836317562	1074166.00656	244.741655299	20519.7361133	0.3069077	142	4	5	2	50	4.18965517241	10.4487534626	8.11764705882	8	-1024	0
270072	1750000	99	5.45483110454	2728	500.107143139	652382.0	239.142961877	-1003.0	100317.5	0.672653958944	0	2	68.9492950269	-100.0	546.387596479	1000178.65387	227.316521899	20656.8770791	0.3059529	100	3	17	1	74	3.24675324675	8.53215077605	6.90909090909	3	-2618	0
